worker_id,condition,q_id,q_index,model_pred,actual_price,final_pred
e774757753c38a4aead557a94ce0efb7,C0,5,0,0.6,0.5,0.4
e774757753c38a4aead557a94ce0efb7,C0,7,1,1.2,1.2,1.3
e774757753c38a4aead557a94ce0efb7,C0,3,2,0.9,0.8,0.8
e774757753c38a4aead557a94ce0efb7,C0,9,3,1.7,2,1.6
e774757753c38a4aead557a94ce0efb7,C0,4,4,0.6,0.8,0.5
2e89c08f9cf37ccffa508f72e2fb478f,C1,5,0,0.6,0.5,0.8
2e89c08f9cf37ccffa508f72e2fb478f,C1,4,1,0.6,0.8,0.3
2e89c08f9cf37ccffa508f72e2fb478f,C1,7,2,1.2,1.2,1
2e89c08f9cf37ccffa508f72e2fb478f,C1,3,3,0.9,0.8,0.9
2e89c08f9cf37ccffa508f72e2fb478f,C1,9,4,1.7,2,1.3
6403490d39cc5d59bdb367577d37b129,C2,9,0,1.7,2,1.6
6403490d39cc5d59bdb367577d37b129,C2,5,1,0.6,0.5,0.5
6403490d39cc5d59bdb367577d37b129,C2,7,2,1.2,1.2,1.1
6403490d39cc5d59bdb367577d37b129,C2,4,3,0.6,0.8,0.6
6403490d39cc5d59bdb367577d37b129,C2,3,4,0.9,0.8,0.9
7f697df0b4e3b49b984f7ac193117101,C1,3,0,0.9,0.8,0.9
7f697df0b4e3b49b984f7ac193117101,C1,7,1,1.2,1.2,1.1
7f697df0b4e3b49b984f7ac193117101,C1,4,2,0.6,0.8,0.6
7f697df0b4e3b49b984f7ac193117101,C1,5,3,0.6,0.5,0.6
7f697df0b4e3b49b984f7ac193117101,C1,9,4,1.7,2,1.7
7a6376395706d64b01c6a8a13ec5d38f,C3,9,0,1.7,2,2.1
7a6376395706d64b01c6a8a13ec5d38f,C3,3,1,0.9,0.8,0.8
7a6376395706d64b01c6a8a13ec5d38f,C3,5,2,0.6,0.5,0.7
7a6376395706d64b01c6a8a13ec5d38f,C3,4,3,0.6,0.8,0.5
7a6376395706d64b01c6a8a13ec5d38f,C3,7,4,1.2,1.2,1.4
8f1c3e0b57146989f609589e1c9e8542,C0,7,0,1.2,1.2,1
8f1c3e0b57146989f609589e1c9e8542,C0,9,1,1.7,2,1.6
8f1c3e0b57146989f609589e1c9e8542,C0,4,2,0.6,0.8,0.5
8f1c3e0b57146989f609589e1c9e8542,C0,5,3,0.6,0.5,0.7
8f1c3e0b57146989f609589e1c9e8542,C0,3,4,0.9,0.8,0.9
a00c259795c24b9ef9e8a4f4073f5f36,C1,4,0,0.6,0.8,0.6
a00c259795c24b9ef9e8a4f4073f5f36,C1,5,1,0.6,0.5,0.7
a00c259795c24b9ef9e8a4f4073f5f36,C1,7,2,1.2,1.2,1
a00c259795c24b9ef9e8a4f4073f5f36,C1,3,3,0.9,0.8,1.1
a00c259795c24b9ef9e8a4f4073f5f36,C1,9,4,1.7,2,1.9
04759610b10fc269e8755d6b05fa9cc8,C1,4,0,0.6,0.8,0.5
04759610b10fc269e8755d6b05fa9cc8,C1,3,1,0.9,0.8,1.2
04759610b10fc269e8755d6b05fa9cc8,C1,9,2,1.7,2,1.7
04759610b10fc269e8755d6b05fa9cc8,C1,5,3,0.6,0.5,0.5
04759610b10fc269e8755d6b05fa9cc8,C1,7,4,1.2,1.2,1.1
90f756be6de8b15740ad078abd90f42b,C3,9,0,1.7,2,1.8
90f756be6de8b15740ad078abd90f42b,C3,5,1,0.6,0.5,0.9
90f756be6de8b15740ad078abd90f42b,C3,3,2,0.9,0.8,1.1
90f756be6de8b15740ad078abd90f42b,C3,7,3,1.2,1.2,1.3
90f756be6de8b15740ad078abd90f42b,C3,4,4,0.6,0.8,0.7
7c418d9edc16912b559134ffaadebd80,C2,9,0,1.7,2,1.8
7c418d9edc16912b559134ffaadebd80,C2,5,1,0.6,0.5,0.3
7c418d9edc16912b559134ffaadebd80,C2,4,2,0.6,0.8,0.7
7c418d9edc16912b559134ffaadebd80,C2,7,3,1.2,1.2,1
7c418d9edc16912b559134ffaadebd80,C2,3,4,0.9,0.8,1.1
5ab20e609eff51044c47890e6bb75c58,C1,9,0,1.7,2,1.3
5ab20e609eff51044c47890e6bb75c58,C1,5,1,0.6,0.5,0.5
5ab20e609eff51044c47890e6bb75c58,C1,3,2,0.9,0.8,1.2
5ab20e609eff51044c47890e6bb75c58,C1,4,3,0.6,0.8,0.5
5ab20e609eff51044c47890e6bb75c58,C1,7,4,1.2,1.2,1.6
ff7ba7b5c990eeaabaf5c8c1cfbad6db,C3,3,0,0.9,0.8,0.9
ff7ba7b5c990eeaabaf5c8c1cfbad6db,C3,7,1,1.2,1.2,1.1
ff7ba7b5c990eeaabaf5c8c1cfbad6db,C3,9,2,1.7,2,1.6
ff7ba7b5c990eeaabaf5c8c1cfbad6db,C3,5,3,0.6,0.5,0.6
ff7ba7b5c990eeaabaf5c8c1cfbad6db,C3,4,4,0.6,0.8,0.7
327b2bf143359b6769b3085bb96a882f,C1,4,0,0.6,0.8,0.9
327b2bf143359b6769b3085bb96a882f,C1,9,1,1.7,2,1.7
327b2bf143359b6769b3085bb96a882f,C1,7,2,1.2,1.2,1.5
327b2bf143359b6769b3085bb96a882f,C1,5,3,0.6,0.5,0.6
327b2bf143359b6769b3085bb96a882f,C1,3,4,0.9,0.8,1
6b72803ce3879d14d6f4b909489ffa72,C2,9,0,1.7,2,1.9
6b72803ce3879d14d6f4b909489ffa72,C2,7,1,1.2,1.2,1.4
6b72803ce3879d14d6f4b909489ffa72,C2,4,2,0.6,0.8,0.6
6b72803ce3879d14d6f4b909489ffa72,C2,3,3,0.9,0.8,1.2
6b72803ce3879d14d6f4b909489ffa72,C2,5,4,0.6,0.5,0.5
f7b1b46a0f48295f32687b06eeeef7d3,C2,4,0,0.6,0.8,0.7
f7b1b46a0f48295f32687b06eeeef7d3,C2,5,1,0.6,0.5,0.7
f7b1b46a0f48295f32687b06eeeef7d3,C2,7,2,1.2,1.2,1.3
f7b1b46a0f48295f32687b06eeeef7d3,C2,3,3,0.9,0.8,0.8
f7b1b46a0f48295f32687b06eeeef7d3,C2,9,4,1.7,2,1.8
343ba64604d67eae64afe06e0081e40f,C3,5,0,0.6,0.5,0.5
343ba64604d67eae64afe06e0081e40f,C3,9,1,1.7,2,1.9
343ba64604d67eae64afe06e0081e40f,C3,4,2,0.6,0.8,0.5
343ba64604d67eae64afe06e0081e40f,C3,3,3,0.9,0.8,1
343ba64604d67eae64afe06e0081e40f,C3,7,4,1.2,1.2,1
042564aef17423cb2de6114211a0e069,C0,5,0,0.6,0.5,0.8
042564aef17423cb2de6114211a0e069,C0,9,1,1.7,2,1.6
042564aef17423cb2de6114211a0e069,C0,3,2,0.9,0.8,1.6
042564aef17423cb2de6114211a0e069,C0,7,3,1.2,1.2,1.4
042564aef17423cb2de6114211a0e069,C0,4,4,0.6,0.8,0.8
d549ca5f7213bee5e8a69b79f807439a,C0,5,0,0.6,0.5,0.8
d549ca5f7213bee5e8a69b79f807439a,C0,4,1,0.6,0.8,0.6
d549ca5f7213bee5e8a69b79f807439a,C0,3,2,0.9,0.8,1
d549ca5f7213bee5e8a69b79f807439a,C0,7,3,1.2,1.2,1
d549ca5f7213bee5e8a69b79f807439a,C0,9,4,1.7,2,1.8
cebe5ca317a4069cbf4b90a85d544aee,C1,3,0,0.9,0.8,1
cebe5ca317a4069cbf4b90a85d544aee,C1,7,1,1.2,1.2,1.1
cebe5ca317a4069cbf4b90a85d544aee,C1,9,2,1.7,2,1.6
cebe5ca317a4069cbf4b90a85d544aee,C1,5,3,0.6,0.5,0.6
cebe5ca317a4069cbf4b90a85d544aee,C1,4,4,0.6,0.8,0.6
3fd2f9358f0ae142cabd1cbd9d46d8a7,C2,5,0,0.6,0.5,0.7
3fd2f9358f0ae142cabd1cbd9d46d8a7,C2,3,1,0.9,0.8,0.9
3fd2f9358f0ae142cabd1cbd9d46d8a7,C2,9,2,1.7,2,1.8
3fd2f9358f0ae142cabd1cbd9d46d8a7,C2,4,3,0.6,0.8,0.6
3fd2f9358f0ae142cabd1cbd9d46d8a7,C2,7,4,1.2,1.2,1.4
8ab9372c29ea26cee8ec78aa227f75d4,C3,4,0,0.6,0.8,0.5
8ab9372c29ea26cee8ec78aa227f75d4,C3,3,1,0.9,0.8,1
8ab9372c29ea26cee8ec78aa227f75d4,C3,9,2,1.7,2,1.5
8ab9372c29ea26cee8ec78aa227f75d4,C3,5,3,0.6,0.5,0.7
8ab9372c29ea26cee8ec78aa227f75d4,C3,7,4,1.2,1.2,1.3
a9f9d4aa4ffdf2fae62546dd72da0a60,C0,9,0,1.7,2,1.8
a9f9d4aa4ffdf2fae62546dd72da0a60,C0,7,1,1.2,1.2,1.5
a9f9d4aa4ffdf2fae62546dd72da0a60,C0,4,2,0.6,0.8,0.6
a9f9d4aa4ffdf2fae62546dd72da0a60,C0,5,3,0.6,0.5,0.7
a9f9d4aa4ffdf2fae62546dd72da0a60,C0,3,4,0.9,0.8,0.8
d14e519a3c22d59654dc628e969929f2,C1,9,0,1.7,2,1.9
d14e519a3c22d59654dc628e969929f2,C1,5,1,0.6,0.5,0.5
d14e519a3c22d59654dc628e969929f2,C1,7,2,1.2,1.2,1
d14e519a3c22d59654dc628e969929f2,C1,4,3,0.6,0.8,0.5
d14e519a3c22d59654dc628e969929f2,C1,3,4,0.9,0.8,0.8
f253cbb4ea83efd6677a623e3b0410e5,C2,3,0,0.9,0.8,0.8
f253cbb4ea83efd6677a623e3b0410e5,C2,7,1,1.2,1.2,1.3
f253cbb4ea83efd6677a623e3b0410e5,C2,4,2,0.6,0.8,0.7
f253cbb4ea83efd6677a623e3b0410e5,C2,9,3,1.7,2,1.6
f253cbb4ea83efd6677a623e3b0410e5,C2,5,4,0.6,0.5,0.6
aecdb60f136fd492c8f77050bafd1efb,C1,9,0,1.7,2,2
aecdb60f136fd492c8f77050bafd1efb,C1,3,1,0.9,0.8,0.8
aecdb60f136fd492c8f77050bafd1efb,C1,5,2,0.6,0.5,0.4
aecdb60f136fd492c8f77050bafd1efb,C1,4,3,0.6,0.8,0.5
aecdb60f136fd492c8f77050bafd1efb,C1,7,4,1.2,1.2,1.6
5dbf718f95ba1b1d9e15417d07398bba,C0,5,0,0.6,0.5,0.8
5dbf718f95ba1b1d9e15417d07398bba,C0,3,1,0.9,0.8,0.9
5dbf718f95ba1b1d9e15417d07398bba,C0,4,2,0.6,0.8,0.6
5dbf718f95ba1b1d9e15417d07398bba,C0,9,3,1.7,2,1.7
5dbf718f95ba1b1d9e15417d07398bba,C0,7,4,1.2,1.2,1.2
738ac5d005a40d478730ed5bb9121765,C3,3,0,0.9,0.8,1
738ac5d005a40d478730ed5bb9121765,C3,5,1,0.6,0.5,0.7
738ac5d005a40d478730ed5bb9121765,C3,7,2,1.2,1.2,1.3
738ac5d005a40d478730ed5bb9121765,C3,4,3,0.6,0.8,0.6
738ac5d005a40d478730ed5bb9121765,C3,9,4,1.7,2,1.6
0c9b49cb03ee3aefb7b96f78fa3bd0d2,C2,7,0,1.2,1.2,1.1
0c9b49cb03ee3aefb7b96f78fa3bd0d2,C2,3,1,0.9,0.8,0.9
0c9b49cb03ee3aefb7b96f78fa3bd0d2,C2,5,2,0.6,0.5,0.6
0c9b49cb03ee3aefb7b96f78fa3bd0d2,C2,4,3,0.6,0.8,0.5
0c9b49cb03ee3aefb7b96f78fa3bd0d2,C2,9,4,1.7,2,1.6
474a702eb9418f46a7c6e36738107e31,C1,9,0,1.7,2,1.2
474a702eb9418f46a7c6e36738107e31,C1,4,1,0.6,0.8,1
474a702eb9418f46a7c6e36738107e31,C1,5,2,0.6,0.5,0.4
474a702eb9418f46a7c6e36738107e31,C1,3,3,0.9,0.8,1
474a702eb9418f46a7c6e36738107e31,C1,7,4,1.2,1.2,1
a85d63333df133d6a8d19d77181594d6,C1,4,0,0.6,0.8,0.7
a85d63333df133d6a8d19d77181594d6,C1,9,1,1.7,2,0.6
a85d63333df133d6a8d19d77181594d6,C1,7,2,1.2,1.2,1.6
a85d63333df133d6a8d19d77181594d6,C1,5,3,0.6,0.5,1.1
a85d63333df133d6a8d19d77181594d6,C1,3,4,0.9,0.8,1.4
7bfae0c82c4fdd98348ae8967362acf0,C0,4,0,0.6,0.8,0.5
7bfae0c82c4fdd98348ae8967362acf0,C0,3,1,0.9,0.8,0.9
7bfae0c82c4fdd98348ae8967362acf0,C0,9,2,1.7,2,1.9
7bfae0c82c4fdd98348ae8967362acf0,C0,7,3,1.2,1.2,1.1
7bfae0c82c4fdd98348ae8967362acf0,C0,5,4,0.6,0.5,0.5
71bb7be7aaa12d1e3ff7883983fdfd3f,C0,9,0,1.7,2,1.3
71bb7be7aaa12d1e3ff7883983fdfd3f,C0,7,1,1.2,1.2,1.6
71bb7be7aaa12d1e3ff7883983fdfd3f,C0,5,2,0.6,0.5,1.2
71bb7be7aaa12d1e3ff7883983fdfd3f,C0,3,3,0.9,0.8,1.1
71bb7be7aaa12d1e3ff7883983fdfd3f,C0,4,4,0.6,0.8,0.7
0a2df7a65355e16d1655e431705bd7e7,C3,5,0,0.6,0.5,0.7
0a2df7a65355e16d1655e431705bd7e7,C3,3,1,0.9,0.8,0.7
0a2df7a65355e16d1655e431705bd7e7,C3,7,2,1.2,1.2,1.1
0a2df7a65355e16d1655e431705bd7e7,C3,9,3,1.7,2,1.7
0a2df7a65355e16d1655e431705bd7e7,C3,4,4,0.6,0.8,0.5
74655d4786bd1c66ec81076733c906ff,C2,9,0,1.7,2,1.9
74655d4786bd1c66ec81076733c906ff,C2,5,1,0.6,0.5,0.8
74655d4786bd1c66ec81076733c906ff,C2,3,2,0.9,0.8,1
74655d4786bd1c66ec81076733c906ff,C2,4,3,0.6,0.8,0.7
74655d4786bd1c66ec81076733c906ff,C2,7,4,1.2,1.2,1.4
3fe935e868a7f58e3323213d8d03eb3c,C0,4,0,0.6,0.8,0.7
3fe935e868a7f58e3323213d8d03eb3c,C0,5,1,0.6,0.5,0.9
3fe935e868a7f58e3323213d8d03eb3c,C0,7,2,1.2,1.2,1.2
3fe935e868a7f58e3323213d8d03eb3c,C0,9,3,1.7,2,1.8
3fe935e868a7f58e3323213d8d03eb3c,C0,3,4,0.9,0.8,0.8
c743a71f0cb322743c86c4c642363ec5,C3,5,0,0.6,0.5,0.7
c743a71f0cb322743c86c4c642363ec5,C3,3,1,0.9,0.8,0.9
c743a71f0cb322743c86c4c642363ec5,C3,9,2,1.7,2,1.8
c743a71f0cb322743c86c4c642363ec5,C3,7,3,1.2,1.2,1.3
c743a71f0cb322743c86c4c642363ec5,C3,4,4,0.6,0.8,0.7
def3c16207126b67a82a436a7e85c56c,C2,3,0,0.9,0.8,0.8
def3c16207126b67a82a436a7e85c56c,C2,9,1,1.7,2,1.9
def3c16207126b67a82a436a7e85c56c,C2,4,2,0.6,0.8,0.7
def3c16207126b67a82a436a7e85c56c,C2,5,3,0.6,0.5,0.4
def3c16207126b67a82a436a7e85c56c,C2,7,4,1.2,1.2,1.1
dec93cba3fe8c6e37403717cc7bee5fa,C2,3,0,0.9,0.8,1.1
dec93cba3fe8c6e37403717cc7bee5fa,C2,9,1,1.7,2,1.8
dec93cba3fe8c6e37403717cc7bee5fa,C2,4,2,0.6,0.8,0.5
dec93cba3fe8c6e37403717cc7bee5fa,C2,5,3,0.6,0.5,0.9
dec93cba3fe8c6e37403717cc7bee5fa,C2,7,4,1.2,1.2,1.4
630e4386cd4526357565d56a55fed101,C1,3,0,0.9,0.8,0.7
630e4386cd4526357565d56a55fed101,C1,7,1,1.2,1.2,1
630e4386cd4526357565d56a55fed101,C1,5,2,0.6,0.5,0.5
630e4386cd4526357565d56a55fed101,C1,9,3,1.7,2,1.8
630e4386cd4526357565d56a55fed101,C1,4,4,0.6,0.8,0.4
e6ce5981e2f48204846b16fb5c6af8b3,C0,9,0,1.7,2,2
e6ce5981e2f48204846b16fb5c6af8b3,C0,7,1,1.2,1.2,1.5
e6ce5981e2f48204846b16fb5c6af8b3,C0,4,2,0.6,0.8,0.8
e6ce5981e2f48204846b16fb5c6af8b3,C0,5,3,0.6,0.5,0.6
e6ce5981e2f48204846b16fb5c6af8b3,C0,3,4,0.9,0.8,1
114c65fbe3416879f3b35cfabc2f8e28,C0,3,0,0.9,0.8,1
114c65fbe3416879f3b35cfabc2f8e28,C0,4,1,0.6,0.8,0.6
114c65fbe3416879f3b35cfabc2f8e28,C0,7,2,1.2,1.2,1
114c65fbe3416879f3b35cfabc2f8e28,C0,5,3,0.6,0.5,0.6
114c65fbe3416879f3b35cfabc2f8e28,C0,9,4,1.7,2,1.8
fdaa941fe996437ca0bb0f5942667d56,C2,4,0,0.6,0.8,0.8
fdaa941fe996437ca0bb0f5942667d56,C2,5,1,0.6,0.5,0.8
fdaa941fe996437ca0bb0f5942667d56,C2,9,2,1.7,2,1.6
fdaa941fe996437ca0bb0f5942667d56,C2,3,3,0.9,0.8,0.7
fdaa941fe996437ca0bb0f5942667d56,C2,7,4,1.2,1.2,1.3
08224183d62ccbb0fa62563a7d03a737,C3,5,0,0.6,0.5,1
08224183d62ccbb0fa62563a7d03a737,C3,7,1,1.2,1.2,0.9
08224183d62ccbb0fa62563a7d03a737,C3,4,2,0.6,0.8,1.6
08224183d62ccbb0fa62563a7d03a737,C3,3,3,0.9,0.8,0.5
08224183d62ccbb0fa62563a7d03a737,C3,9,4,1.7,2,1.4
ca1d35918ab83704c9082f9beb5f2f2e,C2,4,0,0.6,0.8,0.7
ca1d35918ab83704c9082f9beb5f2f2e,C2,7,1,1.2,1.2,1.3
ca1d35918ab83704c9082f9beb5f2f2e,C2,9,2,1.7,2,1.9
ca1d35918ab83704c9082f9beb5f2f2e,C2,3,3,0.9,0.8,1
ca1d35918ab83704c9082f9beb5f2f2e,C2,5,4,0.6,0.5,0.7
4c772cb5d4bbacd6a93cbc6843a6785b,C1,5,0,0.6,0.5,0.7
4c772cb5d4bbacd6a93cbc6843a6785b,C1,9,1,1.7,2,1.7
4c772cb5d4bbacd6a93cbc6843a6785b,C1,7,2,1.2,1.2,1.1
4c772cb5d4bbacd6a93cbc6843a6785b,C1,3,3,0.9,0.8,0.8
4c772cb5d4bbacd6a93cbc6843a6785b,C1,4,4,0.6,0.8,0.6
cfbd5f7e22c6a545c60ef971d141ae81,C0,9,0,1.7,2,1.9
cfbd5f7e22c6a545c60ef971d141ae81,C0,5,1,0.6,0.5,0.8
cfbd5f7e22c6a545c60ef971d141ae81,C0,7,2,1.2,1.2,1.5
cfbd5f7e22c6a545c60ef971d141ae81,C0,4,3,0.6,0.8,0.4
cfbd5f7e22c6a545c60ef971d141ae81,C0,3,4,0.9,0.8,1.1
f1bf1d639cb9100ca04f7a2f0069a604,C1,3,0,0.9,0.8,1.4
f1bf1d639cb9100ca04f7a2f0069a604,C1,4,1,0.6,0.8,0.3
f1bf1d639cb9100ca04f7a2f0069a604,C1,9,2,1.7,2,2
f1bf1d639cb9100ca04f7a2f0069a604,C1,5,3,0.6,0.5,0.7
f1bf1d639cb9100ca04f7a2f0069a604,C1,7,4,1.2,1.2,1.5
9e51198bd515da063452cfb47f0be2a0,C3,9,0,1.7,2,1.4
9e51198bd515da063452cfb47f0be2a0,C3,4,1,0.6,0.8,0.8
9e51198bd515da063452cfb47f0be2a0,C3,3,2,0.9,0.8,1.1
9e51198bd515da063452cfb47f0be2a0,C3,7,3,1.2,1.2,1.4
9e51198bd515da063452cfb47f0be2a0,C3,5,4,0.6,0.5,0.5
79fb3427b29ff728231c0e16a462372c,C0,5,0,0.6,0.5,0.8
79fb3427b29ff728231c0e16a462372c,C0,9,1,1.7,2,2
79fb3427b29ff728231c0e16a462372c,C0,7,2,1.2,1.2,1
79fb3427b29ff728231c0e16a462372c,C0,4,3,0.6,0.8,0.5
79fb3427b29ff728231c0e16a462372c,C0,3,4,0.9,0.8,0.8
fa81b7e85c44555b03f61b81cb8a4f5f,C3,7,0,1.2,1.2,1.1
fa81b7e85c44555b03f61b81cb8a4f5f,C3,4,1,0.6,0.8,0.7
fa81b7e85c44555b03f61b81cb8a4f5f,C3,5,2,0.6,0.5,0.7
fa81b7e85c44555b03f61b81cb8a4f5f,C3,3,3,0.9,0.8,0.9
fa81b7e85c44555b03f61b81cb8a4f5f,C3,9,4,1.7,2,1.6
dbb0296e969f049834c837307853f4f4,C1,9,0,1.7,2,1.9
dbb0296e969f049834c837307853f4f4,C1,5,1,0.6,0.5,0.7
dbb0296e969f049834c837307853f4f4,C1,4,2,0.6,0.8,0.5
dbb0296e969f049834c837307853f4f4,C1,3,3,0.9,0.8,1.1
dbb0296e969f049834c837307853f4f4,C1,7,4,1.2,1.2,1.1
18f1da45b22ba767e8cbf8f0778a5224,C2,5,0,0.6,0.5,0.5
18f1da45b22ba767e8cbf8f0778a5224,C2,4,1,0.6,0.8,0.5
18f1da45b22ba767e8cbf8f0778a5224,C2,3,2,0.9,0.8,0.8
18f1da45b22ba767e8cbf8f0778a5224,C2,9,3,1.7,2,1.6
18f1da45b22ba767e8cbf8f0778a5224,C2,7,4,1.2,1.2,1.1
d923ec2acd7b118ee0ee1ac9773b29fd,C0,5,0,0.6,0.5,0.4
d923ec2acd7b118ee0ee1ac9773b29fd,C0,7,1,1.2,1.2,1.3
d923ec2acd7b118ee0ee1ac9773b29fd,C0,9,2,1.7,2,1.8
d923ec2acd7b118ee0ee1ac9773b29fd,C0,4,3,0.6,0.8,0.6
d923ec2acd7b118ee0ee1ac9773b29fd,C0,3,4,0.9,0.8,0.8
903d78b48fd3abe740d5ef47301733bb,C2,4,0,0.6,0.8,0.7
903d78b48fd3abe740d5ef47301733bb,C2,3,1,0.9,0.8,1.1
903d78b48fd3abe740d5ef47301733bb,C2,9,2,1.7,2,2
903d78b48fd3abe740d5ef47301733bb,C2,5,3,0.6,0.5,0.4
903d78b48fd3abe740d5ef47301733bb,C2,7,4,1.2,1.2,1.4
e401816f4da0ef333badff3bde988eb5,C1,5,0,0.6,0.5,0.7
e401816f4da0ef333badff3bde988eb5,C1,4,1,0.6,0.8,0.7
e401816f4da0ef333badff3bde988eb5,C1,3,2,0.9,0.8,1
e401816f4da0ef333badff3bde988eb5,C1,7,3,1.2,1.2,1.2
e401816f4da0ef333badff3bde988eb5,C1,9,4,1.7,2,1.6
fcd8bf70486822c23cdb3c73fa99ebd5,C3,3,0,0.9,0.8,1.3
fcd8bf70486822c23cdb3c73fa99ebd5,C3,4,1,0.6,0.8,0.8
fcd8bf70486822c23cdb3c73fa99ebd5,C3,9,2,1.7,2,1.5
fcd8bf70486822c23cdb3c73fa99ebd5,C3,5,3,0.6,0.5,0.8
fcd8bf70486822c23cdb3c73fa99ebd5,C3,7,4,1.2,1.2,1
2ca86913dc709cd29d944517e73a7c1b,C3,9,0,1.7,2,1.8
2ca86913dc709cd29d944517e73a7c1b,C3,5,1,0.6,0.5,1
2ca86913dc709cd29d944517e73a7c1b,C3,7,2,1.2,1.2,1.4
2ca86913dc709cd29d944517e73a7c1b,C3,4,3,0.6,0.8,0.7
2ca86913dc709cd29d944517e73a7c1b,C3,3,4,0.9,0.8,1
71054c6e8ba07128f03a531a5073488c,C1,9,0,1.7,2,1.2
71054c6e8ba07128f03a531a5073488c,C1,3,1,0.9,0.8,1.2
71054c6e8ba07128f03a531a5073488c,C1,7,2,1.2,1.2,1
71054c6e8ba07128f03a531a5073488c,C1,5,3,0.6,0.5,1.4
71054c6e8ba07128f03a531a5073488c,C1,4,4,0.6,0.8,0.7
170eb92ce6d0a1b52bfb576ab927eca5,C3,3,0,0.9,0.8,1
170eb92ce6d0a1b52bfb576ab927eca5,C3,7,1,1.2,1.2,1.1
170eb92ce6d0a1b52bfb576ab927eca5,C3,5,2,0.6,0.5,0.5
170eb92ce6d0a1b52bfb576ab927eca5,C3,9,3,1.7,2,1.8
170eb92ce6d0a1b52bfb576ab927eca5,C3,4,4,0.6,0.8,0.5
148ae8256fe5d0f5e52ce2d03827e8a8,C3,7,0,1.2,1.2,1.4
148ae8256fe5d0f5e52ce2d03827e8a8,C3,5,1,0.6,0.5,0.6
148ae8256fe5d0f5e52ce2d03827e8a8,C3,3,2,0.9,0.8,0.8
148ae8256fe5d0f5e52ce2d03827e8a8,C3,9,3,1.7,2,1.5
148ae8256fe5d0f5e52ce2d03827e8a8,C3,4,4,0.6,0.8,0.8
33be7d03532d7bdfb38f1d06fe533225,C1,5,0,0.6,0.5,0.5
33be7d03532d7bdfb38f1d06fe533225,C1,4,1,0.6,0.8,0.5
33be7d03532d7bdfb38f1d06fe533225,C1,3,2,0.9,0.8,0.8
33be7d03532d7bdfb38f1d06fe533225,C1,7,3,1.2,1.2,1.4
33be7d03532d7bdfb38f1d06fe533225,C1,9,4,1.7,2,1.5
ed135c658ce3640b001095bac873fc3a,C3,9,0,1.7,2,1.7
ed135c658ce3640b001095bac873fc3a,C3,3,1,0.9,0.8,1
ed135c658ce3640b001095bac873fc3a,C3,7,2,1.2,1.2,1.4
ed135c658ce3640b001095bac873fc3a,C3,5,3,0.6,0.5,0.9
ed135c658ce3640b001095bac873fc3a,C3,4,4,0.6,0.8,0.6
e4cc24c7f9f387b1866d759ccdc36d5b,C0,7,0,1.2,1.2,1.3
e4cc24c7f9f387b1866d759ccdc36d5b,C0,3,1,0.9,0.8,1
e4cc24c7f9f387b1866d759ccdc36d5b,C0,9,2,1.7,2,1.6
e4cc24c7f9f387b1866d759ccdc36d5b,C0,5,3,0.6,0.5,0.7
e4cc24c7f9f387b1866d759ccdc36d5b,C0,4,4,0.6,0.8,0.6
d4b090dd9eda883c8851bb9540ee56d9,C1,7,0,1.2,1.2,1.3
d4b090dd9eda883c8851bb9540ee56d9,C1,9,1,1.7,2,1.9
d4b090dd9eda883c8851bb9540ee56d9,C1,5,2,0.6,0.5,0.5
d4b090dd9eda883c8851bb9540ee56d9,C1,4,3,0.6,0.8,0.5
d4b090dd9eda883c8851bb9540ee56d9,C1,3,4,0.9,0.8,0.7
468d320dccfa913ad463ee84dda5522c,C3,9,0,1.7,2,1.9
468d320dccfa913ad463ee84dda5522c,C3,5,1,0.6,0.5,0.7
468d320dccfa913ad463ee84dda5522c,C3,3,2,0.9,0.8,1
468d320dccfa913ad463ee84dda5522c,C3,7,3,1.2,1.2,0.8
468d320dccfa913ad463ee84dda5522c,C3,4,4,0.6,0.8,0.7
36e1551683a9f41ce330f48cc5b91ccb,C0,7,0,1.2,1.2,1.2
36e1551683a9f41ce330f48cc5b91ccb,C0,4,1,0.6,0.8,0.7
36e1551683a9f41ce330f48cc5b91ccb,C0,3,2,0.9,0.8,1.1
36e1551683a9f41ce330f48cc5b91ccb,C0,5,3,0.6,0.5,0.5
36e1551683a9f41ce330f48cc5b91ccb,C0,9,4,1.7,2,1.9
335cf0358c94b1b567df6706d941101e,C1,4,0,0.6,0.8,0.5
335cf0358c94b1b567df6706d941101e,C1,5,1,0.6,0.5,0.5
335cf0358c94b1b567df6706d941101e,C1,3,2,0.9,0.8,1
335cf0358c94b1b567df6706d941101e,C1,9,3,1.7,2,1.8
335cf0358c94b1b567df6706d941101e,C1,7,4,1.2,1.2,1.4
1f5a0338b47795ab2afc7301c628e575,C3,9,0,1.7,2,1.8
1f5a0338b47795ab2afc7301c628e575,C3,4,1,0.6,0.8,0.5
1f5a0338b47795ab2afc7301c628e575,C3,3,2,0.9,0.8,1.2
1f5a0338b47795ab2afc7301c628e575,C3,7,3,1.2,1.2,1
1f5a0338b47795ab2afc7301c628e575,C3,5,4,0.6,0.5,0.5
a2a2ae2648fdea63f1d71146cd7c6f7b,C2,5,0,0.6,0.5,0.6
a2a2ae2648fdea63f1d71146cd7c6f7b,C2,9,1,1.7,2,1.8
a2a2ae2648fdea63f1d71146cd7c6f7b,C2,3,2,0.9,0.8,1
