worker_id,condition,q_id,model_pred,actual_price,user_init_pred,final_pred,step1_time,step2_time
6ba44fedd59247b31fb055952afec043,C0,9,0.6,0.5,1.3,0.7,10868,1969
6ba44fedd59247b31fb055952afec043,C0,8,1.3,1.6,2.2,1.4,9502,1854
6ba44fedd59247b31fb055952afec043,C0,10,1.2,0.6,1.9,1.3,4265,1415
6ba44fedd59247b31fb055952afec043,C0,11,1.5,-1,1.7,1.6,4702,1484
507e0448d1493919cd77e6556994cadc,C3,9,0.6,0.5,0.7,0.7,9363,15363
507e0448d1493919cd77e6556994cadc,C3,7,1.7,1.7,2.4,2.1,43228,8208
507e0448d1493919cd77e6556994cadc,C3,1,1.2,1.3,1.9,1.6,18640,9539
507e0448d1493919cd77e6556994cadc,C3,0,1,0.9,1.1,1.1,29895,13215
507e0448d1493919cd77e6556994cadc,C3,6,1.3,1,1.6,1.5,25769,7413
507e0448d1493919cd77e6556994cadc,C3,8,1.3,1.6,2.5,2,10422,7050
507e0448d1493919cd77e6556994cadc,C3,2,2,2.5,2.6,2.4,33177,5574
507e0448d1493919cd77e6556994cadc,C3,3,1.6,1.8,1.9,1.8,16758,3826
507e0448d1493919cd77e6556994cadc,C3,4,0.6,0.6,0.7,0.6,13229,12059
507e0448d1493919cd77e6556994cadc,C3,5,0.6,0.8,0.3,0.4,30189,4637
507e0448d1493919cd77e6556994cadc,C3,10,1.1,0.6,0.9,1,17620,4524
507e0448d1493919cd77e6556994cadc,C3,11,1.5,-1,1.1,1.4,19702,5782
b4558a16644c70d06ca9a7bd33e78b1d,C4,0,1,0.9,0.7,0.8,13597,15249
b4558a16644c70d06ca9a7bd33e78b1d,C4,4,0.6,0.6,0.3,0.4,36087,16746
b4558a16644c70d06ca9a7bd33e78b1d,C4,1,1.2,1.3,1.4,1.3,29972,13103
b4558a16644c70d06ca9a7bd33e78b1d,C4,3,1.6,1.8,1.3,1.4,15389,8997
b4558a16644c70d06ca9a7bd33e78b1d,C4,8,1.3,1.6,2,1.4,14695,13962
b4558a16644c70d06ca9a7bd33e78b1d,C4,5,0.6,0.8,0.1,0.2,20338,7656
b4558a16644c70d06ca9a7bd33e78b1d,C4,7,1.7,1.7,1.4,1.5,12668,10080
b4558a16644c70d06ca9a7bd33e78b1d,C4,9,0.6,0.5,0.6,0.6,14242,6679
b4558a16644c70d06ca9a7bd33e78b1d,C4,2,2,2.5,2,2,16716,8008
b4558a16644c70d06ca9a7bd33e78b1d,C4,6,1.3,1,1.3,1.3,73272,5331
b4558a16644c70d06ca9a7bd33e78b1d,C4,10,1.1,0.6,0.5,0.7,8777,8101
b4558a16644c70d06ca9a7bd33e78b1d,C4,11,1.5,-1,0.4,1,32450,13879
f03d75353eec738a42e381b30f77ffbd,C3,0,1,0.9,1.1,0.8,39421,31987
f03d75353eec738a42e381b30f77ffbd,C3,9,0.6,0.5,0.6,0.5,17265,12805
f03d75353eec738a42e381b30f77ffbd,C3,6,1.3,1,2.3,1.5,12503,23687
f03d75353eec738a42e381b30f77ffbd,C3,5,0.6,0.8,0.7,0.5,10636,19883
f03d75353eec738a42e381b30f77ffbd,C3,2,2,2.5,2.8,2.2,9857,11010
f03d75353eec738a42e381b30f77ffbd,C3,8,1.3,1.6,2.2,1.8,11956,14946
f03d75353eec738a42e381b30f77ffbd,C3,1,1.2,1.3,1.8,1.5,12294,14902
f03d75353eec738a42e381b30f77ffbd,C3,7,1.7,1.7,2,2,39771,21865
f03d75353eec738a42e381b30f77ffbd,C3,4,0.6,0.6,1.1,0.7,9705,12569
f03d75353eec738a42e381b30f77ffbd,C3,3,1.6,1.8,2.4,1.8,11976,10033
f03d75353eec738a42e381b30f77ffbd,C3,10,1.1,0.6,0.9,0.8,12403,11262
f03d75353eec738a42e381b30f77ffbd,C3,11,1.5,-1,0.9,1.3,29842,15339
eb8a772b217ab6475ae0e9bf262bebe3,C3,9,0.6,0.5,0.9,0.8,5009,6000
eb8a772b217ab6475ae0e9bf262bebe3,C3,1,1.2,1.3,1.3,1.3,7094,5483
eb8a772b217ab6475ae0e9bf262bebe3,C3,3,1.6,1.8,1.4,1.5,21363,91464
eb8a772b217ab6475ae0e9bf262bebe3,C3,5,0.6,0.8,0.6,0.6,31334,6153
eb8a772b217ab6475ae0e9bf262bebe3,C3,7,1.7,1.7,1.7,1.7,37025,3462
eb8a772b217ab6475ae0e9bf262bebe3,C3,0,1,0.9,1.1,1.1,15793,2852
eb8a772b217ab6475ae0e9bf262bebe3,C3,4,0.6,0.6,0.8,0.7,12340,2626
eb8a772b217ab6475ae0e9bf262bebe3,C3,8,1.3,1.6,1.4,1.4,11223,2393
eb8a772b217ab6475ae0e9bf262bebe3,C3,2,2,2.5,2.6,2.3,28879,5146
eb8a772b217ab6475ae0e9bf262bebe3,C3,6,1.3,1,1.1,1.2,19241,2776
eb8a772b217ab6475ae0e9bf262bebe3,C3,10,1.1,0.6,0.8,0.9,14941,4338
eb8a772b217ab6475ae0e9bf262bebe3,C3,11,1.5,-1,1,1.3,24613,2331
506e03fc5aaea5c54a4326523b0ee28d,C1,3,1.6,1.8,1.2,1.2,7456,13005
506e03fc5aaea5c54a4326523b0ee28d,C1,6,1.3,1,1.2,0.9,1689,6178
506e03fc5aaea5c54a4326523b0ee28d,C1,1,1.2,1.3,1.1,1.6,995,9226
506e03fc5aaea5c54a4326523b0ee28d,C1,2,2,2.5,1.1,2.7,1034,9117
506e03fc5aaea5c54a4326523b0ee28d,C1,7,1.7,1.7,1.1,2,1124,5396
506e03fc5aaea5c54a4326523b0ee28d,C1,0,1,0.9,1.1,0.7,13662,3782
506e03fc5aaea5c54a4326523b0ee28d,C1,5,0.6,0.8,1.1,0.7,1131,5328
506e03fc5aaea5c54a4326523b0ee28d,C1,8,1.3,1.6,1.1,1.2,996,3503
506e03fc5aaea5c54a4326523b0ee28d,C1,9,0.6,0.5,1.1,0.9,4412,9904
506e03fc5aaea5c54a4326523b0ee28d,C1,4,0.6,0.6,1.5,0.9,3190,4386
506e03fc5aaea5c54a4326523b0ee28d,C1,10,1.2,0.6,1.1,0.7,1221,7905
506e03fc5aaea5c54a4326523b0ee28d,C1,11,1.5,-1,0.8,0.7,2181,4716
f2040b149c2ff36e939a48ceec52c03e,C4,7,1.7,1.7,1.3,1.5,13296,4486
f2040b149c2ff36e939a48ceec52c03e,C4,3,1.6,1.8,1.2,1.5,6226,3164
f2040b149c2ff36e939a48ceec52c03e,C4,6,1.3,1,1.1,1.2,2592,2012
f2040b149c2ff36e939a48ceec52c03e,C4,2,2,2.5,2.6,2.4,4140,3020
f2040b149c2ff36e939a48ceec52c03e,C4,4,0.6,0.6,0.6,0.6,2648,2514
f2040b149c2ff36e939a48ceec52c03e,C4,1,1.2,1.3,1.3,1.2,21614,2137
f2040b149c2ff36e939a48ceec52c03e,C4,0,1,0.9,0.6,0.9,4234,1876
f2040b149c2ff36e939a48ceec52c03e,C4,9,0.6,0.5,0.5,0.6,4634,1997
f2040b149c2ff36e939a48ceec52c03e,C4,8,1.3,1.6,0.8,1.2,24359,2044
f2040b149c2ff36e939a48ceec52c03e,C4,5,0.6,0.8,0.2,0.5,5507,2107
f2040b149c2ff36e939a48ceec52c03e,C4,10,1.1,0.6,0.8,1.1,14644,2183
f2040b149c2ff36e939a48ceec52c03e,C4,11,1.5,-1,1.1,1.4,4912,2161
dfc217ce2baf37a09279bb58e982aacc,C4,5,0.6,0.8,0.6,0.6,24501,11139
dfc217ce2baf37a09279bb58e982aacc,C4,4,0.6,0.6,0.6,0.6,20795,10999
dfc217ce2baf37a09279bb58e982aacc,C4,9,0.6,0.5,0.7,0.6,13231,10416
dfc217ce2baf37a09279bb58e982aacc,C4,0,1,0.9,0.9,0.9,18457,8249
dfc217ce2baf37a09279bb58e982aacc,C4,3,1.6,1.8,1.2,1.4,27620,9558
dfc217ce2baf37a09279bb58e982aacc,C4,7,1.7,1.7,1.8,1.7,16976,8101
dfc217ce2baf37a09279bb58e982aacc,C4,2,2,2.5,2.2,2,15365,8447
dfc217ce2baf37a09279bb58e982aacc,C4,8,1.3,1.6,1.8,1.5,18644,7202
dfc217ce2baf37a09279bb58e982aacc,C4,1,1.2,1.3,1.7,1.3,23275,7786
dfc217ce2baf37a09279bb58e982aacc,C4,6,1.3,1,1.9,1.4,16701,7598
dfc217ce2baf37a09279bb58e982aacc,C4,10,1.1,0.6,1,1.1,16177,4948
dfc217ce2baf37a09279bb58e982aacc,C4,11,1.5,-1,0.8,1.5,13319,5609
ac0b44a6b9e8718cace3044cdc2327bd,C2,3,1.6,1.8,1.4,1.5,11134,9704
ac0b44a6b9e8718cace3044cdc2327bd,C2,9,0.6,0.5,0.8,0.7,11154,6907
ac0b44a6b9e8718cace3044cdc2327bd,C2,1,1.2,1.3,1.2,1.2,9236,3108
ac0b44a6b9e8718cace3044cdc2327bd,C2,8,1.3,1.6,1.2,1.2,6557,4669
ac0b44a6b9e8718cace3044cdc2327bd,C2,7,1.7,1.7,1.4,1.7,14680,8721
ac0b44a6b9e8718cace3044cdc2327bd,C2,4,0.6,0.6,0.8,0.7,24186,4428
ac0b44a6b9e8718cace3044cdc2327bd,C2,5,0.6,0.8,0.5,0.6,10772,3157
ac0b44a6b9e8718cace3044cdc2327bd,C2,0,1,0.9,0.9,0.9,44971,9237
ac0b44a6b9e8718cace3044cdc2327bd,C2,2,2,2.5,2,2,8262,2938
ac0b44a6b9e8718cace3044cdc2327bd,C2,6,1.3,1,1.3,1.3,9141,2964
ac0b44a6b9e8718cace3044cdc2327bd,C2,10,1.1,0.6,0.9,1,5732,2809
ac0b44a6b9e8718cace3044cdc2327bd,C2,11,1.5,-1,1,1.5,8257,8530
a26e06d10696660aed092f313d35920c,C1,6,1.3,1,1.2,1.3,12598,13395
a26e06d10696660aed092f313d35920c,C1,9,0.6,0.5,0.8,0.7,23242,9100
a26e06d10696660aed092f313d35920c,C1,7,1.7,1.7,1.1,1.6,10255,20173
a26e06d10696660aed092f313d35920c,C1,8,1.3,1.6,1.3,1.3,53985,4249
a26e06d10696660aed092f313d35920c,C1,0,1,0.9,0.8,0.8,8113,7124
a26e06d10696660aed092f313d35920c,C1,3,1.6,1.8,1.4,1.4,7175,9602
a26e06d10696660aed092f313d35920c,C1,2,2,2.5,2.3,2.1,15192,5483
a26e06d10696660aed092f313d35920c,C1,1,1.2,1.3,1.2,1.2,12844,3304
a26e06d10696660aed092f313d35920c,C1,5,0.6,0.8,0.6,0.6,21276,2958
a26e06d10696660aed092f313d35920c,C1,4,0.6,0.6,0.8,0.7,6833,3234
a26e06d10696660aed092f313d35920c,C1,10,1.2,0.6,1,1,8084,6018
a26e06d10696660aed092f313d35920c,C1,11,1.5,-1,0.9,1.4,17962,6254
79df916ce1cdd891af629652e3d7ca6e,C1,4,0.6,0.6,0.8,0.8,4242,16002
79df916ce1cdd891af629652e3d7ca6e,C1,2,2,2.5,2.3,2.2,8751,3354
79df916ce1cdd891af629652e3d7ca6e,C1,5,0.6,0.8,0.7,0.6,7620,4504
79df916ce1cdd891af629652e3d7ca6e,C1,9,0.6,0.5,0.8,0.6,8117,5582
79df916ce1cdd891af629652e3d7ca6e,C1,8,1.3,1.6,1.3,1.3,5679,2819
79df916ce1cdd891af629652e3d7ca6e,C1,3,1.6,1.8,1.5,1.5,5768,3933
79df916ce1cdd891af629652e3d7ca6e,C1,6,1.3,1,1.4,1.4,3564,1786
79df916ce1cdd891af629652e3d7ca6e,C1,1,1.2,1.3,1.3,1.3,6000,3979
79df916ce1cdd891af629652e3d7ca6e,C1,7,1.7,1.7,1.4,1.6,3648,2339
79df916ce1cdd891af629652e3d7ca6e,C1,0,1,0.9,1,1,12632,2422
79df916ce1cdd891af629652e3d7ca6e,C1,10,1.2,0.6,1,1.1,5470,2192
79df916ce1cdd891af629652e3d7ca6e,C1,11,1.5,-1,1.2,1.2,7294,6723
ba6a53d54244d4ed218b3054b96447e8,C0,6,1.3,1,1.3,1.3,15621,16113
ba6a53d54244d4ed218b3054b96447e8,C0,2,2,2.5,2.3,2.2,11773,13184
ba6a53d54244d4ed218b3054b96447e8,C0,7,1.7,1.7,1.4,1.5,7482,11091
ba6a53d54244d4ed218b3054b96447e8,C0,9,0.6,0.5,0.7,0.6,19336,14710
ba6a53d54244d4ed218b3054b96447e8,C0,8,1.3,1.6,1.4,1.4,19694,7893
ba6a53d54244d4ed218b3054b96447e8,C0,3,1.6,1.8,1.2,1.4,16704,8941
ba6a53d54244d4ed218b3054b96447e8,C0,4,0.6,0.6,0.6,0.6,17715,4121
ba6a53d54244d4ed218b3054b96447e8,C0,5,0.6,0.8,0.5,0.5,8564,11903
ba6a53d54244d4ed218b3054b96447e8,C0,0,1,0.9,1.1,1.1,17193,7985
ba6a53d54244d4ed218b3054b96447e8,C0,1,1.2,1.3,1.3,1.2,6585,6421
ba6a53d54244d4ed218b3054b96447e8,C0,10,1.2,0.6,0.9,1.1,11382,16372
ba6a53d54244d4ed218b3054b96447e8,C0,11,1.5,-1,1.3,1.3,10803,9169
98f36a888e7f46a099c7d25b3325e564,C4,7,1.7,1.7,1.7,1.7,11040,10243
98f36a888e7f46a099c7d25b3325e564,C4,1,1.2,1.3,1.3,1.2,9486,11546
98f36a888e7f46a099c7d25b3325e564,C4,8,1.3,1.6,1.6,1.2,8006,9216
98f36a888e7f46a099c7d25b3325e564,C4,4,0.6,0.6,1.5,0.9,7675,7456
98f36a888e7f46a099c7d25b3325e564,C4,3,1.6,1.8,1.2,1.3,10672,7057
98f36a888e7f46a099c7d25b3325e564,C4,5,0.6,0.8,1.1,0.9,13207,3893
98f36a888e7f46a099c7d25b3325e564,C4,6,1.3,1,1.4,1.3,13983,2479
98f36a888e7f46a099c7d25b3325e564,C4,9,0.6,0.5,1.4,1,10877,2456
98f36a888e7f46a099c7d25b3325e564,C4,2,2,2.5,2.4,2.2,5989,2384
98f36a888e7f46a099c7d25b3325e564,C4,0,1,0.9,0.9,0.9,5820,2730
98f36a888e7f46a099c7d25b3325e564,C4,10,1.1,0.6,0.6,0.8,13021,2165
98f36a888e7f46a099c7d25b3325e564,C4,11,1.5,-1,1.6,1.6,12062,2385
a00385e47e95758a9ce358422e32c1e6,C3,3,1.6,1.8,2.2,1.4,17817,18844
a00385e47e95758a9ce358422e32c1e6,C3,9,0.6,0.5,1.8,1.3,7192,25264
a00385e47e95758a9ce358422e32c1e6,C3,1,1.2,1.3,2.3,1.4,8948,8623
a00385e47e95758a9ce358422e32c1e6,C3,4,0.6,0.6,1.5,1.1,7867,4705
a00385e47e95758a9ce358422e32c1e6,C3,8,1.3,1.6,1.7,1.5,8013,16221
a00385e47e95758a9ce358422e32c1e6,C3,0,1,0.9,2.7,1.8,5146,3172
a00385e47e95758a9ce358422e32c1e6,C3,2,2,2.5,2.4,2.2,9192,2897
a00385e47e95758a9ce358422e32c1e6,C3,6,1.3,1,2,1.6,14686,2122
a00385e47e95758a9ce358422e32c1e6,C3,5,0.6,0.8,2,1.3,13246,2626
a00385e47e95758a9ce358422e32c1e6,C3,7,1.7,1.7,2.2,1.9,5371,2238
a00385e47e95758a9ce358422e32c1e6,C3,10,1.1,0.6,1.9,1.5,7405,2454
a00385e47e95758a9ce358422e32c1e6,C3,11,1.5,-1,2.1,1.7,13685,2079
3618465f948a9f36c50a14f28ea99b8e,C2,7,1.7,1.7,1.4,1.6,9303,14324
3618465f948a9f36c50a14f28ea99b8e,C2,2,2,2.5,1.5,2.1,12589,14626
3618465f948a9f36c50a14f28ea99b8e,C2,8,1.3,1.6,1.1,1.3,6411,22221
3618465f948a9f36c50a14f28ea99b8e,C2,3,1.6,1.8,1.2,1.5,324166,15009
3618465f948a9f36c50a14f28ea99b8e,C2,6,1.3,1,1.2,1.2,12604,8048
3618465f948a9f36c50a14f28ea99b8e,C2,5,0.6,0.8,0.6,0.6,14667,9218
3618465f948a9f36c50a14f28ea99b8e,C2,0,1,0.9,0.9,1,12582,10320
3618465f948a9f36c50a14f28ea99b8e,C2,4,0.6,0.6,0.9,0.7,15692,11272
3618465f948a9f36c50a14f28ea99b8e,C2,9,0.6,0.5,1,0.6,9490,10452
3618465f948a9f36c50a14f28ea99b8e,C2,1,1.2,1.3,1.1,1.2,6716,10839
3618465f948a9f36c50a14f28ea99b8e,C2,10,1.1,0.6,0.7,1,19968,10279
3618465f948a9f36c50a14f28ea99b8e,C2,11,1.5,-1,1.1,1.3,16042,9051
fcfb558894af15fda06f2c084407490a,C1,7,1.7,1.7,1.3,1.3,22030,44818
fcfb558894af15fda06f2c084407490a,C1,9,0.6,0.5,1.1,0.8,15377,32924
fcfb558894af15fda06f2c084407490a,C1,5,0.6,0.8,0.6,0.6,20575,17343
fcfb558894af15fda06f2c084407490a,C1,2,2,2.5,1.8,1.9,19501,31253
fcfb558894af15fda06f2c084407490a,C1,0,1,0.9,0.9,0.9,22736,21148
fcfb558894af15fda06f2c084407490a,C1,4,0.6,0.6,1.2,0.7,36897,18290
fcfb558894af15fda06f2c084407490a,C1,6,1.3,1,1.3,1.3,20517,16299
fcfb558894af15fda06f2c084407490a,C1,1,1.2,1.3,1.3,1.3,13295,16571
fcfb558894af15fda06f2c084407490a,C1,3,1.6,1.8,1.6,1.6,18132,14101
fcfb558894af15fda06f2c084407490a,C1,8,1.3,1.6,1.4,1.3,15248,17837
fcfb558894af15fda06f2c084407490a,C1,10,1.2,0.6,1,1.1,13395,22776
fcfb558894af15fda06f2c084407490a,C1,11,1.5,-1,1.1,1.3,17385,17975
c6eacf0c47605cdc647c4e342825512d,C4,7,1.7,1.7,1.4,1.6,11058,11196
c6eacf0c47605cdc647c4e342825512d,C4,0,1,0.9,1.1,1,5051,7866
c6eacf0c47605cdc647c4e342825512d,C4,6,1.3,1,1.7,1.5,10773,9130
c6eacf0c47605cdc647c4e342825512d,C4,9,0.6,0.5,0.7,0.7,6579,9805
c6eacf0c47605cdc647c4e342825512d,C4,2,2,2.5,2,2,8488,7385
c6eacf0c47605cdc647c4e342825512d,C4,1,1.2,1.3,1.5,1.4,12027,5978
c6eacf0c47605cdc647c4e342825512d,C4,4,0.6,0.6,0.6,0.6,7013,3596
c6eacf0c47605cdc647c4e342825512d,C4,8,1.3,1.6,1.2,1.3,4201,3477
c6eacf0c47605cdc647c4e342825512d,C4,5,0.6,0.8,0.6,0.5,5702,5573
c6eacf0c47605cdc647c4e342825512d,C4,3,1.6,1.8,1.5,1.4,7582,4525
c6eacf0c47605cdc647c4e342825512d,C4,10,1.1,0.6,0.9,1,11786,4206
c6eacf0c47605cdc647c4e342825512d,C4,11,1.5,-1,0.8,1.3,7536,4234
7d60cf54bc4306b8b09c2ad5c488107d,C1,3,1.6,1.8,1.2,1.4,2644,4988
7d60cf54bc4306b8b09c2ad5c488107d,C1,4,0.6,0.6,0.6,0.6,2677,2096
7d60cf54bc4306b8b09c2ad5c488107d,C1,1,1.2,1.3,0.9,1,2736,2736
7d60cf54bc4306b8b09c2ad5c488107d,C1,2,2,2.5,2,2,3001,2208
7d60cf54bc4306b8b09c2ad5c488107d,C1,0,1,0.9,0.8,0.9,9041,2074
7d60cf54bc4306b8b09c2ad5c488107d,C1,8,1.3,1.6,1.3,1.3,3401,1675
7d60cf54bc4306b8b09c2ad5c488107d,C1,6,1.3,1,1,1.2,23743,1854
7d60cf54bc4306b8b09c2ad5c488107d,C1,7,1.7,1.7,1.2,1.5,2903,1938
7d60cf54bc4306b8b09c2ad5c488107d,C1,9,0.6,0.5,0.5,0.6,9895,2284
7d60cf54bc4306b8b09c2ad5c488107d,C1,5,0.6,0.8,0.3,0.5,7105,2393
7d60cf54bc4306b8b09c2ad5c488107d,C1,10,1.2,0.6,0.7,0.9,2659,2569
7d60cf54bc4306b8b09c2ad5c488107d,C1,11,1.5,-1,1.1,1.3,3243,1696
544b3a7bd2da87ac104f3dc337826cf5,C3,1,1.2,1.3,1.2,1.4,11906,17753
544b3a7bd2da87ac104f3dc337826cf5,C3,6,1.3,1,0.9,1.3,17271,10365
544b3a7bd2da87ac104f3dc337826cf5,C3,2,2,2.5,2.5,2.2,10807,10632
544b3a7bd2da87ac104f3dc337826cf5,C3,0,1,0.9,0.8,0.9,11107,11325
544b3a7bd2da87ac104f3dc337826cf5,C3,8,1.3,1.6,0.9,1.2,8601,7348
544b3a7bd2da87ac104f3dc337826cf5,C3,9,0.6,0.5,0.9,0.6,5412,8247
544b3a7bd2da87ac104f3dc337826cf5,C3,7,1.7,1.7,2.9,1.7,6060,8044
544b3a7bd2da87ac104f3dc337826cf5,C3,5,0.6,0.8,0.5,0.6,7442,4894
544b3a7bd2da87ac104f3dc337826cf5,C3,3,1.6,1.8,1.2,1.6,9342,5449
544b3a7bd2da87ac104f3dc337826cf5,C3,4,0.6,0.6,1,0.8,9835,4744
544b3a7bd2da87ac104f3dc337826cf5,C3,10,1.1,0.6,0.8,1,12924,11251
544b3a7bd2da87ac104f3dc337826cf5,C3,11,1.5,-1,1,1.7,9521,9105
ba41de265695a5a1b4eeab987d5ef691,C3,2,2,2.5,2.6,2.4,15934,24501
ba41de265695a5a1b4eeab987d5ef691,C3,1,1.2,1.3,1.5,1.5,14292,6674
ba41de265695a5a1b4eeab987d5ef691,C3,0,1,0.9,0.7,1,13127,11611
ba41de265695a5a1b4eeab987d5ef691,C3,8,1.3,1.6,1.4,1.4,7057,28242
ba41de265695a5a1b4eeab987d5ef691,C3,5,0.6,0.8,0.3,0.5,14303,4812
ba41de265695a5a1b4eeab987d5ef691,C3,3,1.6,1.8,1.7,1.6,12660,35469
ba41de265695a5a1b4eeab987d5ef691,C3,6,1.3,1,1.9,1.5,11423,12608
ba41de265695a5a1b4eeab987d5ef691,C3,9,0.6,0.5,0.8,0.8,10713,9732
ba41de265695a5a1b4eeab987d5ef691,C3,4,0.6,0.6,0.8,0.9,6407,11042
ba41de265695a5a1b4eeab987d5ef691,C3,7,1.7,1.7,1.9,1.8,16837,11138
ba41de265695a5a1b4eeab987d5ef691,C3,10,1.1,0.6,1.5,1.5,10955,5571
ba41de265695a5a1b4eeab987d5ef691,C3,11,1.5,-1,1.2,1.7,10888,12219
aee96c7cf8064eded077986426e0a2fd,C0,7,1.7,1.7,1.9,1.8,18400,34960
aee96c7cf8064eded077986426e0a2fd,C0,4,0.6,0.6,0.9,0.7,12633,22617
aee96c7cf8064eded077986426e0a2fd,C0,9,0.6,0.5,0.9,0.7,23243,12852
aee96c7cf8064eded077986426e0a2fd,C0,2,2,2.5,2.5,2.1,21664,10610
aee96c7cf8064eded077986426e0a2fd,C0,6,1.3,1,1.9,1.4,19153,12595
aee96c7cf8064eded077986426e0a2fd,C0,5,0.6,0.8,0.7,0.7,19704,7882
aee96c7cf8064eded077986426e0a2fd,C0,0,1,0.9,1.3,1.1,28096,7124
aee96c7cf8064eded077986426e0a2fd,C0,3,1.6,1.8,1.8,1.7,16105,6355
aee96c7cf8064eded077986426e0a2fd,C0,1,1.2,1.3,1.8,1.3,15437,6772
aee96c7cf8064eded077986426e0a2fd,C0,8,1.3,1.6,1.9,1.4,17808,6259
aee96c7cf8064eded077986426e0a2fd,C0,10,1.2,0.6,1,1.1,20544,7531
aee96c7cf8064eded077986426e0a2fd,C0,11,1.5,-1,1.1,1.2,21641,8163
924456dccfa9999f45068421a3c3cc28,C1,3,1.6,1.8,1.4,1.5,5556,4978
924456dccfa9999f45068421a3c3cc28,C1,8,1.3,1.6,1.1,1.2,4079,2970
924456dccfa9999f45068421a3c3cc28,C1,5,0.6,0.8,0.6,0.6,3567,2654
924456dccfa9999f45068421a3c3cc28,C1,4,0.6,0.6,0.9,0.8,3749,3156
924456dccfa9999f45068421a3c3cc28,C1,2,2,2.5,1.8,1.9,3816,3240
924456dccfa9999f45068421a3c3cc28,C1,0,1,0.9,1,1,6308,2481
924456dccfa9999f45068421a3c3cc28,C1,9,0.6,0.5,0.7,0.7,5938,2416
924456dccfa9999f45068421a3c3cc28,C1,6,1.3,1,1.3,1.3,3121,2326
924456dccfa9999f45068421a3c3cc28,C1,7,1.7,1.7,2,1.8,3417,3328
924456dccfa9999f45068421a3c3cc28,C1,1,1.2,1.3,1.1,1.1,3229,3872
924456dccfa9999f45068421a3c3cc28,C1,10,1.2,0.6,0.7,0.9,2798,2488
924456dccfa9999f45068421a3c3cc28,C1,11,1.5,-1,1.5,1.5,4419,2499
d8c67d4afe431b0ec13c975a1228f538,C0,3,1.6,1.8,1.5,1.5,16650,158388
d8c67d4afe431b0ec13c975a1228f538,C0,9,0.6,0.5,0.7,0.6,5464,6418
d8c67d4afe431b0ec13c975a1228f538,C0,0,1,0.9,1.4,1.2,5738,4146
d8c67d4afe431b0ec13c975a1228f538,C0,7,1.7,1.7,1.7,1.7,7506,2457
d8c67d4afe431b0ec13c975a1228f538,C0,1,1.2,1.3,1.7,1.4,21219,6862
d8c67d4afe431b0ec13c975a1228f538,C0,2,2,2.5,1.8,1.9,9061,2450
d8c67d4afe431b0ec13c975a1228f538,C0,4,0.6,0.6,0.6,0.6,10920,2583
d8c67d4afe431b0ec13c975a1228f538,C0,8,1.3,1.6,1.8,1.5,20123,6922
d8c67d4afe431b0ec13c975a1228f538,C0,6,1.3,1,1.3,1.3,6241,2357
d8c67d4afe431b0ec13c975a1228f538,C0,5,0.6,0.8,0.4,0.5,12283,2646
d8c67d4afe431b0ec13c975a1228f538,C0,10,1.2,0.6,1.1,1.1,10011,3269
d8c67d4afe431b0ec13c975a1228f538,C0,11,1.5,-1,1.5,1.5,14400,2019
bbbf25a9f2a706a27318a9fbe6a20c03,C1,8,1.3,1.6,1.4,1.4,5814,12287
bbbf25a9f2a706a27318a9fbe6a20c03,C1,0,1,0.9,1.4,1.2,5524,9886
bbbf25a9f2a706a27318a9fbe6a20c03,C1,3,1.6,1.8,1.7,1.7,11621,10333
bbbf25a9f2a706a27318a9fbe6a20c03,C1,5,0.6,0.8,0.3,0.5,6999,5455
bbbf25a9f2a706a27318a9fbe6a20c03,C1,1,1.2,1.3,1.5,1.4,12717,11721
bbbf25a9f2a706a27318a9fbe6a20c03,C1,6,1.3,1,1.5,1.4,12348,10190
bbbf25a9f2a706a27318a9fbe6a20c03,C1,4,0.6,0.6,0.5,0.5,6328,11153
bbbf25a9f2a706a27318a9fbe6a20c03,C1,9,0.6,0.5,0.7,0.5,8677,14739
bbbf25a9f2a706a27318a9fbe6a20c03,C1,7,1.7,1.7,1.7,1.8,8336,23922
bbbf25a9f2a706a27318a9fbe6a20c03,C1,2,2,2.5,2.1,2.2,11207,8327
bbbf25a9f2a706a27318a9fbe6a20c03,C1,10,1.2,0.6,1.1,1.1,20214,10310
bbbf25a9f2a706a27318a9fbe6a20c03,C1,11,1.5,-1,0.9,1.2,14831,7177
c03586438140fadd31bd537f76ca4de5,C2,3,1.6,1.8,1.5,1.6,17804,56362
c03586438140fadd31bd537f76ca4de5,C2,0,1,0.9,1,1,25420,13223
c03586438140fadd31bd537f76ca4de5,C2,2,2,2.5,2.6,2.2,21422,26659
c03586438140fadd31bd537f76ca4de5,C2,4,0.6,0.6,0.6,0.6,21397,21803
c03586438140fadd31bd537f76ca4de5,C2,6,1.3,1,1.7,1.4,17716,22684
c03586438140fadd31bd537f76ca4de5,C2,5,0.6,0.8,0.4,0.5,26072,16477
c03586438140fadd31bd537f76ca4de5,C2,1,1.2,1.3,1.4,1.2,24854,16936
c03586438140fadd31bd537f76ca4de5,C2,7,1.7,1.7,1.9,1.8,18234,20528
c03586438140fadd31bd537f76ca4de5,C2,9,0.6,0.5,0.6,0.6,16266,14061
c03586438140fadd31bd537f76ca4de5,C2,8,1.3,1.6,1.3,1.3,20449,19376
c03586438140fadd31bd537f76ca4de5,C2,10,1.1,0.6,1,1,26188,14939
