worker_id,condition,q_id,model_pred,actual_price,user_model_pred,user_model_pred_conf,model_conf,final_pred,user_final_price_conf,step1_time,step2_time,step3_time
421cc30974fa25e8898befd0629503e1,C4,4,0.6,0.6,-1,-1,-1,0.6,1,7770,-1,-1
421cc30974fa25e8898befd0629503e1,C4,10,1.1,0.6,-1,-1,-1,0.7,1,16247,-1,-1
421cc30974fa25e8898befd0629503e1,C4,11,1.5,-1,-1,-1,-1,0.7,1,23396,-1,-1
c4d3f550dca88db4f37be1352a53e91d,C2,9,0.6,0.5,0.7,2,3,0.7,2,17600,8538,10236
c4d3f550dca88db4f37be1352a53e91d,C2,1,1.2,1.3,0.9,2,4,1.1,2,18086,6306,6254
c4d3f550dca88db4f37be1352a53e91d,C2,8,1.3,1.6,1.4,2,4,1.4,2,22488,4714,6966
c4d3f550dca88db4f37be1352a53e91d,C2,6,1.3,1,1.1,3,4,1.2,3,10878,7293,17384
c4d3f550dca88db4f37be1352a53e91d,C2,4,0.6,0.6,0.6,1,4,0.8,2,12940,5240,9169
c4d3f550dca88db4f37be1352a53e91d,C2,5,0.6,0.8,0.5,1,4,0.5,3,19381,4560,7594
c4d3f550dca88db4f37be1352a53e91d,C2,0,1,0.9,0.7,2,4,0.9,3,13173,6708,8511
c4d3f550dca88db4f37be1352a53e91d,C2,2,2,2.5,1.7,3,4,1.8,4,14914,6555,4390
c4d3f550dca88db4f37be1352a53e91d,C2,3,1.6,1.8,1.5,3,2,1.5,4,7549,4485,4798
c4d3f550dca88db4f37be1352a53e91d,C2,7,1.7,1.7,1.4,2,3,1.9,4,12612,5544,7839
c4d3f550dca88db4f37be1352a53e91d,C2,10,1.1,0.6,1.3,3,3,1.2,4,11276,3786,5332
c4d3f550dca88db4f37be1352a53e91d,C2,11,1.5,-1,1.4,2,2,1.4,5,12753,4120,6161
12b28b1e07d830b7b13bda338da8b3f7,C1,9,0.6,0.5,0.7,4,5,0.7,5,18696,11947,9184
12b28b1e07d830b7b13bda338da8b3f7,C1,2,2,2.5,1.1,3,3,1.9,3,15029,7286,8082
12b28b1e07d830b7b13bda338da8b3f7,C1,0,1,0.9,0.8,4,4,1.1,4,91159,4875,35335
12b28b1e07d830b7b13bda338da8b3f7,C1,5,0.6,0.8,0.6,4,4,0.9,4,19883,5512,7557
12b28b1e07d830b7b13bda338da8b3f7,C1,7,1.7,1.7,1.2,4,4,2,3,83940,3200,7819
12b28b1e07d830b7b13bda338da8b3f7,C1,6,1.3,1,0.9,3,4,1.4,3,28557,4747,5347
12b28b1e07d830b7b13bda338da8b3f7,C1,3,1.6,1.8,1.4,4,5,1.9,4,18135,4625,4628
12b28b1e07d830b7b13bda338da8b3f7,C1,8,1.3,1.6,1.5,3,1,1.5,4,24238,11005,5362
12b28b1e07d830b7b13bda338da8b3f7,C1,4,0.6,0.6,0.6,5,3,0.8,4,9716,6249,4399
12b28b1e07d830b7b13bda338da8b3f7,C1,1,1.2,1.3,0.8,3,2,1,4,9617,3875,4408
12b28b1e07d830b7b13bda338da8b3f7,C1,10,1.2,0.6,0.6,3,2,0.9,3,14567,9234,7605
12b28b1e07d830b7b13bda338da8b3f7,C1,11,1.5,-1,1.2,3,3,1.6,3,17999,3499,7636
fd0f3486f28eca30301def7277a61ab5,C0,7,1.7,1.7,1.1,3,2,2,4,7261,12748,8502
fd0f3486f28eca30301def7277a61ab5,C0,6,1.3,1,1.7,2,3,1.5,4,7529,4716,5153
fd0f3486f28eca30301def7277a61ab5,C0,2,2,2.5,1.6,3,3,2.3,3,34595,3270,7249
fd0f3486f28eca30301def7277a61ab5,C0,1,1.2,1.3,1.5,2,4,1.4,3,7375,3696,4361
fd0f3486f28eca30301def7277a61ab5,C0,8,1.3,1.6,1.6,4,3,1.5,4,14929,3667,3950
fd0f3486f28eca30301def7277a61ab5,C0,5,0.6,0.8,0.6,4,4,0.8,4,6331,3920,3199
fd0f3486f28eca30301def7277a61ab5,C0,9,0.6,0.5,0.6,4,3,0.8,3,5904,2816,4137
fd0f3486f28eca30301def7277a61ab5,C0,4,0.6,0.6,0.7,3,1,0.7,4,4905,5789,4577
fd0f3486f28eca30301def7277a61ab5,C0,0,1,0.9,1,3,3,1.2,3,7331,2174,5310
fd0f3486f28eca30301def7277a61ab5,C0,3,1.6,1.8,1.6,2,3,1.9,4,7015,3475,4783
fd0f3486f28eca30301def7277a61ab5,C0,10,1.2,0.6,1.3,4,3,1.5,5,7327,3080,7402
fd0f3486f28eca30301def7277a61ab5,C0,11,1.5,-1,1.3,3,1,1.4,3,4747,3961,6808
1590e69e28cfd7e15f18c02db2d2a0ae,C2,6,1.3,1,1.1,1,1,1.4,2,24104,11400,13457
1590e69e28cfd7e15f18c02db2d2a0ae,C2,9,0.6,0.5,0.8,2,2,0.7,3,10636,5156,9048
1590e69e28cfd7e15f18c02db2d2a0ae,C2,7,1.7,1.7,1.8,3,2,1.8,4,9884,5546,9240
1590e69e28cfd7e15f18c02db2d2a0ae,C2,3,1.6,1.8,1.9,3,2,1.8,4,10155,3962,8677
1590e69e28cfd7e15f18c02db2d2a0ae,C2,2,2,2.5,1.6,3,2,1.9,2,9533,4764,7549
1590e69e28cfd7e15f18c02db2d2a0ae,C2,1,1.2,1.3,1.5,3,2,1.4,3,8262,5447,5563
1590e69e28cfd7e15f18c02db2d2a0ae,C2,4,0.6,0.6,0.9,3,4,0.7,3,7562,6181,6559
1590e69e28cfd7e15f18c02db2d2a0ae,C2,0,1,0.9,0.7,3,2,1.1,3,9477,7731,7653
1590e69e28cfd7e15f18c02db2d2a0ae,C2,5,0.6,0.8,0.6,3,5,0.6,4,7866,5830,5743
1590e69e28cfd7e15f18c02db2d2a0ae,C2,8,1.3,1.6,1.2,2,3,1.4,4,7612,4151,4874
1590e69e28cfd7e15f18c02db2d2a0ae,C2,10,1.1,0.6,1.3,3,3,1.2,3,9057,4648,5571
1590e69e28cfd7e15f18c02db2d2a0ae,C2,11,1.5,-1,0.9,1,1,1.3,4,15143,8779,4816
b6a3ffee6246be1a36b7a93bf36d17d6,C4,6,1.3,1,-1,-1,-1,1.5,4,22449,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,7,1.7,1.7,-1,-1,-1,1,4,23944,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,1,1.2,1.3,-1,-1,-1,1.2,4,23549,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,9,0.6,0.5,-1,-1,-1,0.8,5,31929,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,0,1,0.9,-1,-1,-1,0.9,3,16095,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,5,0.6,0.8,-1,-1,-1,0.4,5,12265,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,3,1.6,1.8,-1,-1,-1,1.6,4,10263,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,8,1.3,1.6,-1,-1,-1,1.6,4,22717,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,4,0.6,0.6,-1,-1,-1,0.7,4,14188,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,2,2,2.5,-1,-1,-1,1.9,5,15811,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,10,1.1,0.6,-1,-1,-1,1,4,12467,-1,-1
b6a3ffee6246be1a36b7a93bf36d17d6,C4,11,1.5,-1,-1,-1,-1,1,4,21004,-1,-1
07041785388f94cc1a98ab104ac22bb0,C1,6,1.3,1,1.3,5,3,1.4,4,35010,6959,5109
07041785388f94cc1a98ab104ac22bb0,C1,1,1.2,1.3,1.2,5,3,1.3,4,28937,5301,4165
07041785388f94cc1a98ab104ac22bb0,C1,9,0.6,0.5,0.6,5,3,0.7,4,25083,3313,3938
07041785388f94cc1a98ab104ac22bb0,C1,4,0.6,0.6,0.6,5,3,0.7,4,20390,7793,3870
07041785388f94cc1a98ab104ac22bb0,C1,5,0.6,0.8,0.6,5,3,0.7,4,18818,2959,3693
07041785388f94cc1a98ab104ac22bb0,C1,7,1.7,1.7,1.7,5,3,1.8,4,25675,6620,5358
07041785388f94cc1a98ab104ac22bb0,C1,8,1.3,1.6,1.3,5,3,1.4,4,18691,2458,2568
07041785388f94cc1a98ab104ac22bb0,C1,2,2,2.5,2,5,3,2.1,4,22099,3027,3492
07041785388f94cc1a98ab104ac22bb0,C1,3,1.6,1.8,1.6,5,3,1.7,4,16410,2448,3778
07041785388f94cc1a98ab104ac22bb0,C1,0,1,0.9,1,5,3,1.1,4,23324,1980,4325
07041785388f94cc1a98ab104ac22bb0,C1,10,1.2,0.6,1.2,5,3,1.3,4,16618,2297,4117
07041785388f94cc1a98ab104ac22bb0,C1,11,1.5,-1,1.5,5,3,1.6,4,18195,4153,3284
247381c1e03b11a2a32b3faf6cb0eb92,C2,0,1,0.9,0.8,4,3,0.8,4,25267,19794,22146
247381c1e03b11a2a32b3faf6cb0eb92,C2,8,1.3,1.6,1.1,3,4,1.2,4,14907,8584,11698
247381c1e03b11a2a32b3faf6cb0eb92,C2,9,0.6,0.5,0.8,4,4,0.7,4,12182,6168,6251
247381c1e03b11a2a32b3faf6cb0eb92,C2,6,1.3,1,1.1,3,3,1.2,4,10995,6896,6610
247381c1e03b11a2a32b3faf6cb0eb92,C2,7,1.7,1.7,1.3,4,2,1.3,4,14511,8249,7852
247381c1e03b11a2a32b3faf6cb0eb92,C2,4,0.6,0.6,0.8,4,3,0.7,4,9477,5840,4236
247381c1e03b11a2a32b3faf6cb0eb92,C2,2,2,2.5,1.9,4,4,1.9,4,10879,6224,7614
247381c1e03b11a2a32b3faf6cb0eb92,C2,3,1.6,1.8,1.3,4,3,1.5,4,6942,5033,5538
247381c1e03b11a2a32b3faf6cb0eb92,C2,5,0.6,0.8,0.4,4,3,0.5,4,10963,4469,4933
247381c1e03b11a2a32b3faf6cb0eb92,C2,1,1.2,1.3,1.1,3,4,1.2,4,8110,3543,4571
247381c1e03b11a2a32b3faf6cb0eb92,C2,10,1.1,0.6,0.9,4,3,1,4,10270,3297,7013
247381c1e03b11a2a32b3faf6cb0eb92,C2,11,1.5,-1,0.9,3,2,1.1,4,14525,7194,6793
a99a3d4ff5066b6b2e398b1647614de6,C0,9,0.6,0.5,0.7,3,3,0.7,2,14889,6933,16972
a99a3d4ff5066b6b2e398b1647614de6,C0,4,0.6,0.6,0.8,3,4,0.7,3,9341,7312,6970
a99a3d4ff5066b6b2e398b1647614de6,C0,0,1,0.9,0.9,3,4,1,4,11445,8054,4829
a99a3d4ff5066b6b2e398b1647614de6,C0,8,1.3,1.6,1.2,4,4,1.2,2,9737,3991,5893
a99a3d4ff5066b6b2e398b1647614de6,C0,7,1.7,1.7,1.9,2,3,1.8,4,12114,3783,3913
a99a3d4ff5066b6b2e398b1647614de6,C0,2,2,2.5,1.9,3,4,2,4,8105,3298,4907
a99a3d4ff5066b6b2e398b1647614de6,C0,1,1.2,1.3,1.1,2,3,1.1,4,7751,2401,4340
a99a3d4ff5066b6b2e398b1647614de6,C0,5,0.6,0.8,0.5,3,2,0.5,3,7412,8009,3026
a99a3d4ff5066b6b2e398b1647614de6,C0,3,1.6,1.8,1.6,4,5,1.6,4,8405,3055,4258
a99a3d4ff5066b6b2e398b1647614de6,C0,6,1.3,1,1.2,3,3,1.2,4,5913,2501,3855
a99a3d4ff5066b6b2e398b1647614de6,C0,10,1.2,0.6,1.2,3,4,1.2,4,5719,2159,2741
a99a3d4ff5066b6b2e398b1647614de6,C0,11,1.5,-1,1.6,2,4,1.5,3,11706,3302,3526
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,1,1.2,1.3,-1,-1,-1,2.5,3,15054,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,3,1.6,1.8,-1,-1,-1,2.2,2,9049,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,9,0.6,0.5,-1,-1,-1,0.6,3,15838,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,2,2,2.5,-1,-1,-1,2.3,3,10542,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,7,1.7,1.7,-1,-1,-1,2.5,3,7573,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,0,1,0.9,-1,-1,-1,1.5,3,13482,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,4,0.6,0.6,-1,-1,-1,0.8,3,9053,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,8,1.3,1.6,-1,-1,-1,2.2,3,6384,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,6,1.3,1,-1,-1,-1,2,3,13133,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,5,0.6,0.8,-1,-1,-1,0.5,2,14705,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,10,1.1,0.6,-1,-1,-1,0.8,3,7155,-1,-1
46bf55cc5ad82a9c836cb0c30ed49cf8,C4,11,1.5,-1,-1,-1,-1,0.9,3,7826,-1,-1
335920fcfbf12e1ff982cba7e44885ab,C2,2,2,2.5,1.9,4,4,2.1,4,14325,14256,11607
335920fcfbf12e1ff982cba7e44885ab,C2,6,1.3,1,0.9,4,3,1.1,4,13950,8238,7029
335920fcfbf12e1ff982cba7e44885ab,C2,8,1.3,1.6,1.3,4,4,1.4,4,12053,4883,5321
335920fcfbf12e1ff982cba7e44885ab,C2,5,0.6,0.8,1,4,4,0.8,4,15301,6816,4047
335920fcfbf12e1ff982cba7e44885ab,C2,3,1.6,1.8,1.3,4,4,1.5,4,9158,5032,5693
335920fcfbf12e1ff982cba7e44885ab,C2,0,1,0.9,1,4,4,1.1,4,15006,3299,6920
335920fcfbf12e1ff982cba7e44885ab,C2,4,0.6,0.6,1,4,4,0.8,4,13021,4263,4680
335920fcfbf12e1ff982cba7e44885ab,C2,9,0.6,0.5,0.8,4,4,0.7,4,7300,5473,4388
335920fcfbf12e1ff982cba7e44885ab,C2,1,1.2,1.3,1.1,4,4,1.1,4,6046,3378,6957
335920fcfbf12e1ff982cba7e44885ab,C2,7,1.7,1.7,1.4,4,4,1.6,4,9732,5453,4575
335920fcfbf12e1ff982cba7e44885ab,C2,10,1.1,0.6,1.5,4,4,1.2,4,10306,4097,6160
335920fcfbf12e1ff982cba7e44885ab,C2,11,1.5,-1,1.4,4,4,1.6,4,18332,3847,9436
e940fd400eeb2c45ef736ce69a389446,C0,0,1,0.9,0.9,4,3,0.9,3,10273,8946,11994
e940fd400eeb2c45ef736ce69a389446,C0,3,1.6,1.8,1.2,3,2,1.4,4,8559,4585,4267
e940fd400eeb2c45ef736ce69a389446,C0,5,0.6,0.8,0.6,4,1,0.7,3,7087,4871,4545
e940fd400eeb2c45ef736ce69a389446,C0,9,0.6,0.5,0.5,3,2,0.7,3,4914,2551,4749
e940fd400eeb2c45ef736ce69a389446,C0,6,1.3,1,0.7,3,2,1.4,3,6076,4224,5975
e940fd400eeb2c45ef736ce69a389446,C0,2,2,2.5,1.9,3,2,2.4,4,5993,2653,4870
e940fd400eeb2c45ef736ce69a389446,C0,7,1.7,1.7,1.6,3,2,1.6,3,4446,3277,7271
e940fd400eeb2c45ef736ce69a389446,C0,4,0.6,0.6,0.6,4,2,0.7,3,4158,2400,4282
e940fd400eeb2c45ef736ce69a389446,C0,8,1.3,1.6,1.5,3,2,1.5,4,6762,3541,6035
e940fd400eeb2c45ef736ce69a389446,C0,1,1.2,1.3,1.2,3,4,1.2,4,4674,3763,2952
e940fd400eeb2c45ef736ce69a389446,C0,10,1.2,0.6,0.7,3,1,0.9,3,4170,3396,6539
e940fd400eeb2c45ef736ce69a389446,C0,11,1.5,-1,1,2,2,1.1,3,5956,2209,3897
32cdaa4037574135d217704583f9c8ae,C3,8,1.3,1.6,1,3,4,1.3,5,17936,10640,41159
32cdaa4037574135d217704583f9c8ae,C3,9,0.6,0.5,0.6,4,5,0.6,5,23600,5024,1776
32cdaa4037574135d217704583f9c8ae,C3,7,1.7,1.7,1.1,3,3,1.2,3,16660,20236,4887
32cdaa4037574135d217704583f9c8ae,C3,3,1.6,1.8,1.2,3,4,1.3,4,11891,9680,4190
32cdaa4037574135d217704583f9c8ae,C3,5,0.6,0.8,0.6,4,4,0.6,4,19393,2075,2637
32cdaa4037574135d217704583f9c8ae,C3,2,2,2.5,1.5,4,3,1.8,4,6195,2110,3805
32cdaa4037574135d217704583f9c8ae,C3,6,1.3,1,1,3,3,1.2,4,17247,3433,4586
32cdaa4037574135d217704583f9c8ae,C3,4,0.6,0.6,0.7,4,3,0.7,4,127432,3124,3399
32cdaa4037574135d217704583f9c8ae,C3,1,1.2,1.3,0.9,4,3,1,3,4562,2470,3366
32cdaa4037574135d217704583f9c8ae,C3,0,1,0.9,0.8,4,3,1,4,56559,2066,50167
32cdaa4037574135d217704583f9c8ae,C3,10,1.1,0.6,0.9,4,3,1,3,5893,2442,3024
32cdaa4037574135d217704583f9c8ae,C3,11,1.5,-1,1.2,4,1,0.8,4,9983,2039,4032
17d3ee14427a8d911ab9b55020bdde17,C3,2,2,2.5,2.1,4,1,2.4,1,96686,12936,10718
17d3ee14427a8d911ab9b55020bdde17,C3,1,1.2,1.3,1.2,4,1,1,1,53006,4683,8236
17d3ee14427a8d911ab9b55020bdde17,C3,5,0.6,0.8,0.5,4,2,0.4,1,124766,5703,7229
17d3ee14427a8d911ab9b55020bdde17,C3,6,1.3,1,1.4,5,2,1.6,1,46594,4457,4053
17d3ee14427a8d911ab9b55020bdde17,C3,8,1.3,1.6,1.3,4,1,1.4,1,51297,2060,4668
17d3ee14427a8d911ab9b55020bdde17,C3,3,1.6,1.8,1.6,4,1,1.4,1,44545,2280,7970
17d3ee14427a8d911ab9b55020bdde17,C3,7,1.7,1.7,1.7,4,1,2,1,37462,5363,4565
17d3ee14427a8d911ab9b55020bdde17,C3,0,1,0.9,1,4,1,0.8,1,32922,3079,2555
17d3ee14427a8d911ab9b55020bdde17,C3,4,0.6,0.6,0.6,4,1,0.3,1,34634,1790,3462
17d3ee14427a8d911ab9b55020bdde17,C3,9,0.6,0.5,0.6,4,1,0.8,1,38411,1764,3292
17d3ee14427a8d911ab9b55020bdde17,C3,10,1.1,0.6,1.1,4,1,1.2,1,42031,2101,2851
17d3ee14427a8d911ab9b55020bdde17,C3,11,1.5,-1,1.6,4,1,1.9,1,38615,5259,3864
76fab4ef2e011d0cb5e303f0bca66411,C0,9,0.6,0.5,0.9,2,2,0.8,3,20132,17792,16234
76fab4ef2e011d0cb5e303f0bca66411,C0,0,1,0.9,1,2,3,1.2,3,12083,9503,8311
76fab4ef2e011d0cb5e303f0bca66411,C0,4,0.6,0.6,0.7,2,3,0.8,2,10579,6574,7277
76fab4ef2e011d0cb5e303f0bca66411,C0,7,1.7,1.7,1.2,2,3,1.6,3,14753,7274,9149
76fab4ef2e011d0cb5e303f0bca66411,C0,6,1.3,1,1.2,3,3,1.5,2,8537,10403,8212
76fab4ef2e011d0cb5e303f0bca66411,C0,3,1.6,1.8,1.4,3,4,1.9,3,77613,5522,9354
76fab4ef2e011d0cb5e303f0bca66411,C0,2,2,2.5,1.9,2,3,1.7,4,16111,20553,13979
76fab4ef2e011d0cb5e303f0bca66411,C0,5,0.6,0.8,0.5,3,3,0.8,4,7252,4195,8799
76fab4ef2e011d0cb5e303f0bca66411,C0,1,1.2,1.3,1.2,2,5,1.4,4,41518,6079,5042
76fab4ef2e011d0cb5e303f0bca66411,C0,8,1.3,1.6,1.2,3,3,1.6,4,8887,4363,5755
76fab4ef2e011d0cb5e303f0bca66411,C0,10,1.2,0.6,1.4,4,3,1.6,4,41560,3884,6926
76fab4ef2e011d0cb5e303f0bca66411,C0,11,1.5,-1,1.7,4,3,1.7,4,15572,6111,7340
d14b54218220462614b9fca118b8a7b4,C3,3,1.6,1.8,1.4,4,3,1.6,4,20627,6475,15521
d14b54218220462614b9fca118b8a7b4,C3,6,1.3,1,0.9,3,3,1.2,4,23488,7239,7313
d14b54218220462614b9fca118b8a7b4,C3,9,0.6,0.5,0.6,5,5,0.6,4,10277,4866,8872
d14b54218220462614b9fca118b8a7b4,C3,2,2,2.5,1.4,3,3,2.1,2,10809,8461,8891
d14b54218220462614b9fca118b8a7b4,C3,1,1.2,1.3,1.2,3,5,1.3,4,10101,6448,8516
d14b54218220462614b9fca118b8a7b4,C3,4,0.6,0.6,0.5,4,3,0.6,3,8477,6153,5546
d14b54218220462614b9fca118b8a7b4,C3,8,1.3,1.6,1.3,3,3,1.5,3,10338,4396,6394
d14b54218220462614b9fca118b8a7b4,C3,7,1.7,1.7,1.4,4,4,1.8,4,9480,3433,3717
d14b54218220462614b9fca118b8a7b4,C3,5,0.6,0.8,0.5,4,3,0.5,3,8434,4901,5805
d14b54218220462614b9fca118b8a7b4,C3,0,1,0.9,0.7,4,4,0.8,4,12154,5037,7626
d14b54218220462614b9fca118b8a7b4,C3,10,1.1,0.6,0.7,3,3,0.9,3,12178,3806,3985
d14b54218220462614b9fca118b8a7b4,C3,11,1.5,-1,0.8,3,4,1.2,2,17748,7168,4950
4673b579a851b7ab39d6334f481e69c2,C4,0,1,0.9,-1,-1,-1,0.9,4,11737,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,7,1.7,1.7,-1,-1,-1,1.7,4,5812,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,6,1.3,1,-1,-1,-1,1.2,3,8303,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,9,0.6,0.5,-1,-1,-1,0.7,3,5778,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,1,1.2,1.3,-1,-1,-1,1.1,3,4543,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,3,1.6,1.8,-1,-1,-1,1.5,4,7075,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,4,0.6,0.6,-1,-1,-1,0.9,3,4937,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,8,1.3,1.6,-1,-1,-1,1.5,3,4839,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,5,0.6,0.8,-1,-1,-1,0.6,4,6415,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,2,2,2.5,-1,-1,-1,2.3,4,7621,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,10,1.1,0.6,-1,-1,-1,0.9,3,5024,-1,-1
4673b579a851b7ab39d6334f481e69c2,C4,11,1.5,-1,-1,-1,-1,1.2,3,6235,-1,-1
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,5,0.6,0.8,0.6,4,3,0.6,4,11412,13708,7913
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,7,1.7,1.7,2.6,4,3,2.2,4,15403,13023,5047
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,0,1,0.9,1.2,3,2,1.2,3,9441,8882,9066
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,4,0.6,0.6,0.8,3,2,0.6,4,29254,5500,5827
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,2,2,2.5,2.8,4,2,2.4,4,46861,9927,5816
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,1,1.2,1.3,2,3,3,1.8,4,12584,6046,6918
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,9,0.6,0.5,0.5,2,3,0.5,3,16618,5487,8701
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,6,1.3,1,1.8,2,3,1.5,3,27101,2359,5635
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,8,1.3,1.6,1.3,4,2,1.3,4,30148,12174,6783
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,3,1.6,1.8,1.1,2,4,1.2,3,23960,5871,5576
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,10,1.2,0.6,0.9,4,3,0.8,3,7903,3187,5423
e0bdb7419aeddaf0bd70e0a47a8792f3,C0,11,1.5,-1,0.8,4,2,1,3,6133,5312,4990
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,1,1.2,1.3,1.2,1,5,1.1,1,25696,14484,19524
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,8,1.3,1.6,1.5,1,3,1.5,1,16299,6436,12425
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,0,1,0.9,0.8,1,3,0.8,1,12852,4524,8171
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,4,0.6,0.6,0.5,1,3,0.5,1,9283,4681,5189
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,2,2,2.5,2,1,3,2,1,14287,4837,10393
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,6,1.3,1,1.7,1,3,1.5,1,12103,6225,14163
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,3,1.6,1.8,1.7,1,3,1.7,1,12274,4414,6108
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,5,0.6,0.8,0.5,3,3,0.5,2,14595,4539,6052
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,9,0.6,0.5,0.6,2,2,0.6,1,8079,6932,5964
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,7,1.7,1.7,1.5,1,3,1.5,1,18263,4770,4595
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,10,1.1,0.6,0.8,1,2,0.8,1,26193,6445,5430
e2c0501f8f0b9d0392a1d1f5d9cfd6e0,C3,11,1.5,-1,0.7,1,2,0.9,1,14627,15173,9281
e138d24a42e66420dabdb0cb678c6d62,C4,9,0.6,0.5,-1,-1,-1,0.8,3,45356,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,1,1.2,1.3,-1,-1,-1,1,3,57008,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,8,1.3,1.6,-1,-1,-1,2.5,3,41669,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,7,1.7,1.7,-1,-1,-1,2,3,91518,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,5,0.6,0.8,-1,-1,-1,0.5,2,52504,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,2,2,2.5,-1,-1,-1,2.5,3,38072,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,6,1.3,1,-1,-1,-1,1.5,2,40248,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,0,1,0.9,-1,-1,-1,0.8,2,27472,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,3,1.6,1.8,-1,-1,-1,0.2,1,37374,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,4,0.6,0.6,-1,-1,-1,0.8,2,21315,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,10,1.1,0.6,-1,-1,-1,1.2,3,42718,-1,-1
e138d24a42e66420dabdb0cb678c6d62,C4,11,1.5,-1,-1,-1,-1,0.8,2,46199,-1,-1
9d9708475e6bcaa0544f547369278460,C0,8,1.3,1.6,1,3,3,1.2,2,5460,5624,4017
9d9708475e6bcaa0544f547369278460,C0,1,1.2,1.3,1,2,4,1.1,4,7737,2400,5216
9d9708475e6bcaa0544f547369278460,C0,3,1.6,1.8,1.4,3,3,1.5,4,6425,2975,3324
9d9708475e6bcaa0544f547369278460,C0,4,0.6,0.6,0.5,4,3,0.5,5,6717,2737,5655
9d9708475e6bcaa0544f547369278460,C0,5,0.6,0.8,0.9,3,2,0.8,3,5200,2790,4334
9d9708475e6bcaa0544f547369278460,C0,0,1,0.9,0.9,3,3,0.9,4,4925,3136,4207
9d9708475e6bcaa0544f547369278460,C0,2,2,2.5,1.6,4,2,1.7,4,4937,2984,2721
9d9708475e6bcaa0544f547369278460,C0,7,1.7,1.7,1.5,4,3,1.6,4,5660,1837,2225
