worker_id,condition,q_id,model_pred,actual_price,user_model_pred,user_model_pred_conf,model_conf,final_pred,user_final_price_conf
41e7e803d1a16473c811c0b221c47ca7,C4,11,1.5,-1,-1,-1,-1,0.9,2
87df8a6668507953d10ac51fb8dc2e54,C0,0,1,0.9,0.6,2,4,0.9,2
87df8a6668507953d10ac51fb8dc2e54,C0,1,1.2,1.3,0.9,2,4,1.3,3
87df8a6668507953d10ac51fb8dc2e54,C0,2,2,2.5,1.2,2,4,2.2,3
87df8a6668507953d10ac51fb8dc2e54,C0,3,1.6,1.8,1,1,4,1.4,3
87df8a6668507953d10ac51fb8dc2e54,C0,4,0.6,0.6,0.8,1,4,0.7,3
87df8a6668507953d10ac51fb8dc2e54,C0,5,0.6,0.8,0.5,2,4,0.6,4
87df8a6668507953d10ac51fb8dc2e54,C0,6,1.3,1,1.1,2,5,1.3,3
87df8a6668507953d10ac51fb8dc2e54,C0,7,1.7,1.7,1.3,2,4,1.5,3
87df8a6668507953d10ac51fb8dc2e54,C0,8,1.3,1.6,1.3,1,5,1.3,4
87df8a6668507953d10ac51fb8dc2e54,C0,9,0.6,0.5,0.8,3,5,0.6,3
87df8a6668507953d10ac51fb8dc2e54,C0,10,1.2,0.6,0.7,3,3,0.9,3
87df8a6668507953d10ac51fb8dc2e54,C0,11,1.5,-1,1.3,2,4,1.4,4
7982a9c0dd60fdc11e47b736e6659768,C4,0,1.5,0.9,-1,-1,-1,1.1,4
7982a9c0dd60fdc11e47b736e6659768,C4,1,1.5,1.3,-1,-1,-1,1.2,4
7982a9c0dd60fdc11e47b736e6659768,C4,2,1.5,2.5,-1,-1,-1,1.9,2
7982a9c0dd60fdc11e47b736e6659768,C4,3,1.5,1.8,-1,-1,-1,1.6,2
7982a9c0dd60fdc11e47b736e6659768,C4,4,1.5,0.6,-1,-1,-1,0.6,4
7982a9c0dd60fdc11e47b736e6659768,C4,5,1.5,0.8,-1,-1,-1,0.5,3
7982a9c0dd60fdc11e47b736e6659768,C4,6,1.5,1,-1,-1,-1,1.4,2
7982a9c0dd60fdc11e47b736e6659768,C4,7,1.5,1.7,-1,-1,-1,1.5,3
7982a9c0dd60fdc11e47b736e6659768,C4,8,1.5,1.6,-1,-1,-1,1.4,2
7982a9c0dd60fdc11e47b736e6659768,C4,9,1.5,0.5,-1,-1,-1,0.6,4
7982a9c0dd60fdc11e47b736e6659768,C4,10,1.5,0.6,-1,-1,-1,0.9,2
7982a9c0dd60fdc11e47b736e6659768,C4,11,1.5,-1,-1,-1,-1,1.1,2
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,0,1,0.9,0.8,2,4,0.9,3
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,1,1.2,1.3,1.3,2,2,1.3,4
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,2,2,2.5,2,2,5,2,5
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,3,1.6,1.8,1.3,2,4,1.5,3
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,4,0.6,0.6,0.6,3,5,0.6,5
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,5,0.6,0.8,0.4,3,4,0.5,3
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,6,1.3,1,1.4,3,4,1.4,4
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,7,1.7,1.7,1.8,4,3,1.8,3
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,8,1.3,1.6,1.3,4,5,1.3,5
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,9,0.6,0.5,0.6,2,5,0.6,5
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,10,1.2,0.6,1,3,3,1.1,4
c7e56626c1b23bf6ce1f80a9a09f9a8a,C0,11,1.5,-1,1.7,3,4,1.6,4
304f1bbda69c68c05aad391d67e90544,C2,0,1,0.9,1,3,3,1.2,5
304f1bbda69c68c05aad391d67e90544,C2,1,1.2,1.3,1.1,3,3,1.2,5
304f1bbda69c68c05aad391d67e90544,C2,2,2,2.5,1.1,4,5,2,4
304f1bbda69c68c05aad391d67e90544,C2,3,1.6,1.8,1.3,4,4,1.4,4
304f1bbda69c68c05aad391d67e90544,C2,4,0.6,0.6,1.4,3,4,0.9,5
304f1bbda69c68c05aad391d67e90544,C2,5,0.6,0.8,1.1,3,3,1.1,5
304f1bbda69c68c05aad391d67e90544,C2,6,1.3,1,0.9,4,5,1.3,4
304f1bbda69c68c05aad391d67e90544,C2,7,1.7,1.7,0.9,4,3,1.4,4
304f1bbda69c68c05aad391d67e90544,C2,8,1.3,1.6,1.2,3,2,1.3,5
304f1bbda69c68c05aad391d67e90544,C2,9,0.6,0.5,1.4,3,4,1.1,3
304f1bbda69c68c05aad391d67e90544,C2,10,1.1,0.6,1.2,3,2,1.3,5
304f1bbda69c68c05aad391d67e90544,C2,11,1.5,-1,1.6,4,4,1.6,4
6ecef0ff005742e585dd8aa67eb8c8bd,C0,0,1,0.9,0.8,3,2,1,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,1,1.2,1.3,1.2,1,2,1.2,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,2,2,2.5,2.4,1,2,2,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,3,1.6,1.8,1.9,1,3,1.6,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,4,0.6,0.6,0.8,1,3,0.8,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,5,0.6,0.8,0.5,1,2,0.5,2
6ecef0ff005742e585dd8aa67eb8c8bd,C0,6,1.3,1,0.9,1,2,1,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,7,1.7,1.7,1.4,1,1,1.4,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,8,1.3,1.6,1,1,2,1.2,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,9,0.6,0.5,0.9,1,3,0.9,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,10,1.2,0.6,0.8,1,1,0.8,1
6ecef0ff005742e585dd8aa67eb8c8bd,C0,11,1.5,-1,0.9,1,1,0.9,1
b58929653fc7e523d533012acbde6180,C2,0,1,0.9,0.8,4,4,1,4
b58929653fc7e523d533012acbde6180,C2,1,1.2,1.3,0.9,3,4,1.1,4
b58929653fc7e523d533012acbde6180,C2,2,2,2.5,1.8,4,4,1.9,5
b58929653fc7e523d533012acbde6180,C2,3,1.6,1.8,1.4,3,3,1.5,5
b58929653fc7e523d533012acbde6180,C2,4,0.6,0.6,0.7,5,3,0.7,4
b58929653fc7e523d533012acbde6180,C2,5,0.6,0.8,0.5,4,3,0.5,4
b58929653fc7e523d533012acbde6180,C2,6,1.3,1,1,3,3,1.2,5
b58929653fc7e523d533012acbde6180,C2,7,1.7,1.7,1.5,4,3,1.6,4
b58929653fc7e523d533012acbde6180,C2,8,1.3,1.6,1.2,3,4,1.3,4
b58929653fc7e523d533012acbde6180,C2,9,0.6,0.5,0.6,3,5,0.6,5
b58929653fc7e523d533012acbde6180,C2,10,1.1,0.6,0.8,5,3,0.9,4
b58929653fc7e523d533012acbde6180,C2,11,1.5,-1,0.9,4,1,1.2,5
9385313f2adeaa21168a730fe09b7c70,C3,0,1,0.9,0.8,3,3,1,2
9385313f2adeaa21168a730fe09b7c70,C3,1,1.2,1.3,1.6,3,3,1.4,2
9385313f2adeaa21168a730fe09b7c70,C3,2,2,2.5,1.6,2,3,1.8,1
9385313f2adeaa21168a730fe09b7c70,C3,3,1.6,1.8,1.4,2,3,1.6,3
9385313f2adeaa21168a730fe09b7c70,C3,4,0.6,0.6,0.6,2,3,0.6,3
9385313f2adeaa21168a730fe09b7c70,C3,5,0.6,0.8,0.5,2,3,0.6,2
9385313f2adeaa21168a730fe09b7c70,C3,6,1.3,1,1.2,2,3,1.3,2
9385313f2adeaa21168a730fe09b7c70,C3,7,1.7,1.7,1.3,2,2,1.5,1
9385313f2adeaa21168a730fe09b7c70,C3,8,1.3,1.6,1.5,1,3,1.4,1
9385313f2adeaa21168a730fe09b7c70,C3,9,0.6,0.5,0.6,4,3,0.6,3
9385313f2adeaa21168a730fe09b7c70,C3,10,1.1,0.6,0.8,2,3,0.9,1
9385313f2adeaa21168a730fe09b7c70,C3,11,1.5,-1,1,2,2,1.3,1
94c3c3e061d7eb5add41a77ac0ceea3c,C1,0,1,0.9,0.6,4,1,1,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,1,1.2,1.3,0.5,2,3,1,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,2,2,2.5,1.3,3,3,1.6,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,3,1.6,1.8,1.4,3,3,1.4,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,4,0.6,0.6,0.5,3,3,0.5,5
94c3c3e061d7eb5add41a77ac0ceea3c,C1,5,0.6,0.8,0.1,3,1,0.3,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,6,1.3,1,0.6,3,1,0.6,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,7,1.7,1.7,1,3,1,1.2,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,8,1.3,1.6,1,3,2,1,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,9,0.6,0.5,0.6,4,5,0.6,5
94c3c3e061d7eb5add41a77ac0ceea3c,C1,10,1.2,0.6,0.4,4,1,0.6,3
94c3c3e061d7eb5add41a77ac0ceea3c,C1,11,1.5,-1,1,3,1,1.2,3
df239d5a91496025ea073aabd4f3c9cd,C0,0,1,0.9,0.8,3,3,0.9,3
df239d5a91496025ea073aabd4f3c9cd,C0,1,1.2,1.3,1.2,3,5,1.2,5
df239d5a91496025ea073aabd4f3c9cd,C0,2,2,2.5,2,3,5,2,5
df239d5a91496025ea073aabd4f3c9cd,C0,3,1.6,1.8,1.7,3,4,1.7,4
df239d5a91496025ea073aabd4f3c9cd,C0,4,0.6,0.6,0.7,3,4,0.7,4
df239d5a91496025ea073aabd4f3c9cd,C0,5,0.6,0.8,0.5,3,4,0.5,4
df239d5a91496025ea073aabd4f3c9cd,C0,6,1.3,1,1.4,3,4,1.4,4
df239d5a91496025ea073aabd4f3c9cd,C0,7,1.7,1.7,1.4,4,3,1.6,3
df239d5a91496025ea073aabd4f3c9cd,C0,8,1.3,1.6,1.3,3,5,1.3,5
df239d5a91496025ea073aabd4f3c9cd,C0,9,0.6,0.5,0.7,3,4,0.6,4
df239d5a91496025ea073aabd4f3c9cd,C0,10,1.2,0.6,1.1,3,4,1.2,4
df239d5a91496025ea073aabd4f3c9cd,C0,11,1.5,-1,1.4,3,4,1.4,4
4b9a00454818c9a6e46dd1a37d5d065e,C1,0,1,0.9,1.1,1,2,1.2,3
4b9a00454818c9a6e46dd1a37d5d065e,C1,1,1.2,1.3,0.9,3,2,1.1,2
4b9a00454818c9a6e46dd1a37d5d065e,C1,2,2,2.5,1.1,1,3,1.7,2
4b9a00454818c9a6e46dd1a37d5d065e,C1,3,1.6,1.8,1.1,1,3,1.3,1
4b9a00454818c9a6e46dd1a37d5d065e,C1,4,0.6,0.6,1,1,1,0.8,1
4b9a00454818c9a6e46dd1a37d5d065e,C1,5,0.6,0.8,1.1,1,1,0.8,3
4b9a00454818c9a6e46dd1a37d5d065e,C1,6,1.3,1,0.7,1,1,1.1,1
4b9a00454818c9a6e46dd1a37d5d065e,C1,7,1.7,1.7,1.2,1,2,1.3,3
4b9a00454818c9a6e46dd1a37d5d065e,C1,8,1.3,1.6,1,1,3,1.1,3
4b9a00454818c9a6e46dd1a37d5d065e,C1,9,0.6,0.5,1.6,3,1,1.1,3
4b9a00454818c9a6e46dd1a37d5d065e,C1,10,1.2,0.6,0.8,2,3,1,3
4b9a00454818c9a6e46dd1a37d5d065e,C1,11,1.5,-1,1.3,3,5,1.4,3
be5c543047f86763a0cd8b7483140e4b,C1,0,1,0.9,1.7,1,5,1,3
be5c543047f86763a0cd8b7483140e4b,C1,1,1.2,1.3,1,3,3,1.2,3
be5c543047f86763a0cd8b7483140e4b,C1,2,2,2.5,1,3,5,2,3
be5c543047f86763a0cd8b7483140e4b,C1,3,1.6,1.8,1.2,3,3,1.6,3
be5c543047f86763a0cd8b7483140e4b,C1,4,0.6,0.6,1,3,3,0.6,3
be5c543047f86763a0cd8b7483140e4b,C1,5,0.6,0.8,0.5,3,3,0.6,3
be5c543047f86763a0cd8b7483140e4b,C1,6,1.3,1,1.8,3,3,1.3,3
be5c543047f86763a0cd8b7483140e4b,C1,7,1.7,1.7,0.9,3,3,1.7,3
be5c543047f86763a0cd8b7483140e4b,C1,8,1.3,1.6,1.3,3,3,1.3,3
be5c543047f86763a0cd8b7483140e4b,C1,9,0.6,0.5,0.6,3,3,0.6,3
be5c543047f86763a0cd8b7483140e4b,C1,10,1.2,0.6,1,3,3,1.2,3
be5c543047f86763a0cd8b7483140e4b,C1,11,1.5,-1,0.7,3,3,1.5,3
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,0,1.5,0.9,-1,-1,-1,1.1,2
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,1,1.5,1.3,-1,-1,-1,1.4,1
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,2,1.5,2.5,-1,-1,-1,2.4,2
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,3,1.5,1.8,-1,-1,-1,1.4,1
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,4,1.5,0.6,-1,-1,-1,0.8,2
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,5,1.5,0.8,-1,-1,-1,0.6,2
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,6,1.5,1,-1,-1,-1,1.3,1
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,7,1.5,1.7,-1,-1,-1,1.4,1
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,8,1.5,1.6,-1,-1,-1,1.1,1
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,9,1.5,0.5,-1,-1,-1,0.5,2
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,10,1.5,0.6,-1,-1,-1,0.7,1
bf9ccf6d6d0ef3f53fe3b38f9990ac9a,C4,11,1.5,-1,-1,-1,-1,0.8,1
abe72ce887fe650b42bd2088f12b77d9,C0,0,1,0.9,1.3,1,3,1,2
abe72ce887fe650b42bd2088f12b77d9,C0,1,1.2,1.3,1,2,2,1,2
abe72ce887fe650b42bd2088f12b77d9,C0,2,2,2.5,1.7,2,2,1.9,2
abe72ce887fe650b42bd2088f12b77d9,C0,3,1.6,1.8,1.3,1,2,1.5,3
abe72ce887fe650b42bd2088f12b77d9,C0,4,0.6,0.6,0.9,2,3,0.7,2
abe72ce887fe650b42bd2088f12b77d9,C0,5,0.6,0.8,0.4,2,2,0.4,2
abe72ce887fe650b42bd2088f12b77d9,C0,6,1.3,1,1.2,2,3,1.3,3
abe72ce887fe650b42bd2088f12b77d9,C0,7,1.7,1.7,1.1,2,1,1.3,3
abe72ce887fe650b42bd2088f12b77d9,C0,8,1.3,1.6,1.1,2,3,1.2,2
abe72ce887fe650b42bd2088f12b77d9,C0,9,0.6,0.5,0.8,2,2,0.8,3
abe72ce887fe650b42bd2088f12b77d9,C0,10,1.2,0.6,1,2,2,1.1,3
abe72ce887fe650b42bd2088f12b77d9,C0,11,1.5,-1,1,2,3,1.3,3
158e96b74bd73f47a0cc3a11800b8479,C3,0,1,0.9,0.7,3,2,0.7,3
158e96b74bd73f47a0cc3a11800b8479,C3,1,1.2,1.3,0.8,2,3,1.1,2
158e96b74bd73f47a0cc3a11800b8479,C3,2,2,2.5,1.2,1,4,2,3
158e96b74bd73f47a0cc3a11800b8479,C3,3,1.6,1.8,1.1,1,4,1.6,4
158e96b74bd73f47a0cc3a11800b8479,C3,4,0.6,0.6,0.7,2,4,0.7,4
158e96b74bd73f47a0cc3a11800b8479,C3,5,0.6,0.8,0.7,1,3,0.7,4
158e96b74bd73f47a0cc3a11800b8479,C3,6,1.3,1,0.9,2,2,1,2
158e96b74bd73f47a0cc3a11800b8479,C3,7,1.7,1.7,1.3,1,4,1.6,3
158e96b74bd73f47a0cc3a11800b8479,C3,8,1.3,1.6,1.1,1,3,1.2,4
158e96b74bd73f47a0cc3a11800b8479,C3,9,0.6,0.5,0.8,4,2,0.8,3
158e96b74bd73f47a0cc3a11800b8479,C3,10,1.1,0.6,1,2,3,1,5
158e96b74bd73f47a0cc3a11800b8479,C3,11,1.5,-1,1.2,1,4,1.4,5
26fb0cea5978aa5414996f9e131cf757,C3,0,1,0.9,1,3,3,1.1,4
26fb0cea5978aa5414996f9e131cf757,C3,1,1.2,1.3,1,3,3,1.2,4
26fb0cea5978aa5414996f9e131cf757,C3,2,2,2.5,0.9,3,3,1.1,3
26fb0cea5978aa5414996f9e131cf757,C3,3,1.6,1.8,1,3,3,1.2,3
26fb0cea5978aa5414996f9e131cf757,C3,4,0.6,0.6,1.1,4,3,1.1,3
26fb0cea5978aa5414996f9e131cf757,C3,5,0.6,0.8,1,3,3,1,2
26fb0cea5978aa5414996f9e131cf757,C3,6,1.3,1,0.9,3,3,1.2,3
26fb0cea5978aa5414996f9e131cf757,C3,7,1.7,1.7,0.9,2,3,1.2,3
26fb0cea5978aa5414996f9e131cf757,C3,8,1.3,1.6,1.1,3,3,1.3,4
26fb0cea5978aa5414996f9e131cf757,C3,9,0.6,0.5,1.1,2,3,1.2,4
26fb0cea5978aa5414996f9e131cf757,C3,10,1.1,0.6,1.3,3,4,1,3
26fb0cea5978aa5414996f9e131cf757,C3,11,1.5,-1,0.9,2,3,1.1,3
3547bd0674433887de1abc2dfe2678bd,C2,0,1,0.9,0.8,4,4,1.1,3
3547bd0674433887de1abc2dfe2678bd,C2,1,1.2,1.3,1,2,3,1.3,3
3547bd0674433887de1abc2dfe2678bd,C2,2,2,2.5,1.4,3,3,2,3
3547bd0674433887de1abc2dfe2678bd,C2,3,1.6,1.8,1.8,3,3,1.7,3
3547bd0674433887de1abc2dfe2678bd,C2,4,0.6,0.6,0.9,3,3,0.8,3
3547bd0674433887de1abc2dfe2678bd,C2,5,0.6,0.8,0.6,3,3,0.7,3
3547bd0674433887de1abc2dfe2678bd,C2,6,1.3,1,1.2,3,3,1.4,3
3547bd0674433887de1abc2dfe2678bd,C2,7,1.7,1.7,1.5,3,3,1.6,3
3547bd0674433887de1abc2dfe2678bd,C2,8,1.3,1.6,1.1,3,3,1.2,3
3547bd0674433887de1abc2dfe2678bd,C2,9,0.6,0.5,0.9,3,3,0.7,3
3547bd0674433887de1abc2dfe2678bd,C2,10,1.1,0.6,0.9,3,3,1,3
3547bd0674433887de1abc2dfe2678bd,C2,11,1.5,-1,0.9,3,3,1.4,3
bd5d43b15f9af1b22caa3b3e551f14c1,C1,0,1,0.9,1.1,2,4,1,3
bd5d43b15f9af1b22caa3b3e551f14c1,C1,1,1.2,1.3,1.6,2,3,1.4,2
bd5d43b15f9af1b22caa3b3e551f14c1,C1,2,2,2.5,1.3,2,4,2,3
bd5d43b15f9af1b22caa3b3e551f14c1,C1,3,1.6,1.8,1.7,4,4,1.7,4
bd5d43b15f9af1b22caa3b3e551f14c1,C1,4,0.6,0.6,0.8,3,3,0.7,4
bd5d43b15f9af1b22caa3b3e551f14c1,C1,5,0.6,0.8,0.7,3,4,0.6,4
bd5d43b15f9af1b22caa3b3e551f14c1,C1,6,1.3,1,1.9,4,3,1.5,1
bd5d43b15f9af1b22caa3b3e551f14c1,C1,7,1.7,1.7,1.7,1,4,1.7,4
bd5d43b15f9af1b22caa3b3e551f14c1,C1,8,1.3,1.6,1.5,3,4,1.3,3
bd5d43b15f9af1b22caa3b3e551f14c1,C1,9,0.6,0.5,0.8,4,3,0.7,2
bd5d43b15f9af1b22caa3b3e551f14c1,C1,10,1.2,0.6,1,2,4,1.2,3
bd5d43b15f9af1b22caa3b3e551f14c1,C1,11,1.5,-1,1,4,3,1.3,3
1600fd48f09f8e0dc9920001ae02058d,C3,0,1,0.9,0.9,2,5,1,2
1600fd48f09f8e0dc9920001ae02058d,C3,1,1.2,1.3,1.2,1,5,1.2,5
1600fd48f09f8e0dc9920001ae02058d,C3,2,2,2.5,1.5,2,4,2,2
1600fd48f09f8e0dc9920001ae02058d,C3,3,1.6,1.8,1.4,1,4,1.6,4
1600fd48f09f8e0dc9920001ae02058d,C3,4,0.6,0.6,0.7,1,5,0.6,5
1600fd48f09f8e0dc9920001ae02058d,C3,5,0.6,0.8,0.5,1,2,0.5,5
1600fd48f09f8e0dc9920001ae02058d,C3,6,1.3,1,1.2,1,5,1.3,3
1600fd48f09f8e0dc9920001ae02058d,C3,7,1.7,1.7,1.1,5,3,1.4,3
1600fd48f09f8e0dc9920001ae02058d,C3,8,1.3,1.6,1.5,3,5,1.3,2
1600fd48f09f8e0dc9920001ae02058d,C3,9,0.6,0.5,0.6,5,5,0.6,5
1600fd48f09f8e0dc9920001ae02058d,C3,10,1.1,0.6,1.1,3,5,1.1,5
1600fd48f09f8e0dc9920001ae02058d,C3,11,1.5,-1,1.6,1,5,1.5,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,0,1,0.9,0.5,3,4,0.9,3
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,1,1.2,1.3,1.1,4,3,1.3,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,2,2,2.5,1.5,4,2,1.5,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,3,1.6,1.8,1.5,4,4,1.5,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,4,0.6,0.6,0.8,5,2,0.8,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,5,0.6,0.8,0.6,4,5,0.7,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,6,1.3,1,1.3,5,5,1.2,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,7,1.7,1.7,1.7,5,5,1.9,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,8,1.3,1.6,1.3,5,5,1.2,3
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,9,0.6,0.5,0.6,4,3,0.8,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,10,1.2,0.6,0.8,4,3,1,4
0e3e0f6ab8f9ba8961b5cb1d2263d6ec,C1,11,1.5,-1,1.6,4,4,1.5,2
560b45683d078b1fcf00e5cda921e56b,C3,0,1,0.9,1.3,3,3,1.1,4
560b45683d078b1fcf00e5cda921e56b,C3,1,1.2,1.3,1,3,4,1.1,3
560b45683d078b1fcf00e5cda921e56b,C3,2,2,2.5,1.1,3,3,1.5,4
560b45683d078b1fcf00e5cda921e56b,C3,3,1.6,1.8,1.2,3,4,1.3,4
560b45683d078b1fcf00e5cda921e56b,C3,4,0.6,0.6,1.3,3,3,1,4
560b45683d078b1fcf00e5cda921e56b,C3,5,0.6,0.8,1.1,4,3,0.9,4
560b45683d078b1fcf00e5cda921e56b,C3,6,1.3,1,1,3,3,1.5,4
560b45683d078b1fcf00e5cda921e56b,C3,7,1.7,1.7,1.2,3,4,1.5,4
560b45683d078b1fcf00e5cda921e56b,C3,8,1.3,1.6,1.1,3,4,1.2,5
560b45683d078b1fcf00e5cda921e56b,C3,9,0.6,0.5,1.2,4,3,0.9,4
560b45683d078b1fcf00e5cda921e56b,C3,10,1.1,0.6,1,3,4,1.2,4
560b45683d078b1fcf00e5cda921e56b,C3,11,1.5,-1,1.4,3,4,1.3,4
43663c8234926d885cc5fdd892f0e10c,C2,0,1,0.9,1.4,4,4,1.3,4
43663c8234926d885cc5fdd892f0e10c,C2,1,1.2,1.3,1.5,4,3,1.4,4
43663c8234926d885cc5fdd892f0e10c,C2,2,2,2.5,1.3,4,2,1.5,4
43663c8234926d885cc5fdd892f0e10c,C2,3,1.6,1.8,1.7,4,4,1.6,4
43663c8234926d885cc5fdd892f0e10c,C2,4,0.6,0.6,1.8,4,4,0.7,4
43663c8234926d885cc5fdd892f0e10c,C2,5,0.6,0.8,0.5,4,3,0.5,4
43663c8234926d885cc5fdd892f0e10c,C2,6,1.3,1,1.6,4,2,1.5,4
43663c8234926d885cc5fdd892f0e10c,C2,7,1.7,1.7,1.8,4,4,1.7,4
43663c8234926d885cc5fdd892f0e10c,C2,8,1.3,1.6,1.7,4,2,1.6,4
43663c8234926d885cc5fdd892f0e10c,C2,9,0.6,0.5,1.3,4,3,1.3,4
43663c8234926d885cc5fdd892f0e10c,C2,10,1.1,0.6,1.1,4,4,1.1,4
43663c8234926d885cc5fdd892f0e10c,C2,11,1.5,-1,0.7,4,2,1.1,4
6a6386e7bca1877424e81024feca0298,C0,0,1,0.9,0.9,2,4,1,4
6a6386e7bca1877424e81024feca0298,C0,1,1.2,1.3,1.3,4,4,1.4,4
6a6386e7bca1877424e81024feca0298,C0,2,2,2.5,1.8,2,5,2.2,2
6a6386e7bca1877424e81024feca0298,C0,3,1.6,1.8,1.3,2,4,1.5,3
6a6386e7bca1877424e81024feca0298,C0,4,0.6,0.6,0.6,2,5,0.6,5
6a6386e7bca1877424e81024feca0298,C0,5,0.6,0.8,0.7,5,3,0.7,4
6a6386e7bca1877424e81024feca0298,C0,6,1.3,1,1.1,2,2,1.2,4
6a6386e7bca1877424e81024feca0298,C0,7,1.7,1.7,1.4,2,2,1.5,4
6a6386e7bca1877424e81024feca0298,C0,8,1.3,1.6,1.7,4,1,1.6,3
6a6386e7bca1877424e81024feca0298,C0,9,0.6,0.5,0.6,5,5,0.6,5
6a6386e7bca1877424e81024feca0298,C0,10,1.2,0.6,0.8,5,1,0.9,4
6a6386e7bca1877424e81024feca0298,C0,11,1.5,-1,0.9,4,1,1,3
be41bac03941008dc0131242ed2f4761,C4,0,1.5,0.9,-1,-1,-1,0.9,4
be41bac03941008dc0131242ed2f4761,C4,1,1.5,1.3,-1,-1,-1,1.5,4
be41bac03941008dc0131242ed2f4761,C4,2,1.5,2.5,-1,-1,-1,2.7,4
be41bac03941008dc0131242ed2f4761,C4,3,1.5,1.8,-1,-1,-1,2.4,4
be41bac03941008dc0131242ed2f4761,C4,4,1.5,0.6,-1,-1,-1,0.7,5
be41bac03941008dc0131242ed2f4761,C4,5,1.5,0.8,-1,-1,-1,0.7,4
be41bac03941008dc0131242ed2f4761,C4,6,1.5,1,-1,-1,-1,1.3,3
be41bac03941008dc0131242ed2f4761,C4,7,1.5,1.7,-1,-1,-1,2.5,5
be41bac03941008dc0131242ed2f4761,C4,8,1.5,1.6,-1,-1,-1,2.1,3
be41bac03941008dc0131242ed2f4761,C4,9,1.5,0.5,-1,-1,-1,0.7,4
be41bac03941008dc0131242ed2f4761,C4,10,1.5,0.6,-1,-1,-1,0.9,4
be41bac03941008dc0131242ed2f4761,C4,11,1.5,-1,-1,-1,-1,1.2,4
70a04b096c27401d24bc8e10c5528cd8,C2,0,1,0.9,0.8,4,2,0.9,4
70a04b096c27401d24bc8e10c5528cd8,C2,1,1.2,1.3,1.4,4,5,1.2,4
70a04b096c27401d24bc8e10c5528cd8,C2,2,2,2.5,2.5,3,2,2.2,4
70a04b096c27401d24bc8e10c5528cd8,C2,3,1.6,1.8,1.5,4,4,1.6,4
70a04b096c27401d24bc8e10c5528cd8,C2,4,0.6,0.6,0.6,4,5,0.6,5
70a04b096c27401d24bc8e10c5528cd8,C2,5,0.6,0.8,0.7,4,3,0.7,4
70a04b096c27401d24bc8e10c5528cd8,C2,6,1.3,1,0.9,4,3,1.1,4
70a04b096c27401d24bc8e10c5528cd8,C2,7,1.7,1.7,1.6,4,4,1.7,4
70a04b096c27401d24bc8e10c5528cd8,C2,8,1.3,1.6,1.2,4,3,1.2,4
